Trial,stance_freq,swing_freq,a_param,lambda_cpl,A_front,A_back,A_hip,Time_Duration,Straight_line_distance,Average_Forward_Speed,Average_Lateral_Deviation,Total_Energy_Consumed,Cost_of_Transport,Total_COM_Displacement,Average_Frequency
1,3.687174546272336,3.364754137225474,14.224040559043951,0.15600911622115413,1.6274233130247635,0.8699426333057667,0.2979525045944946,20.0,0.44656091027122385,0.019303163346599067,0.057690042175809524,40.059732277542494,10.156605343970513,0.44656091027122385,3.5243758482840524
2,0.22040989052710644,3.1443576772881627,8.727817245115618,0.2997316741084933,0.308161793909543,1.6907987852606408,0.5874022029997138,20.0,0.04250531560742997,0.0015327272607514365,0.003896268721322443,1.755977455993148,4.677318348666888,0.04250531560742997,0.3560656164825032
3,0.1721932101120381,4.554186530144776,6.91830480727556,0.8839246543337212,0.48026713524259856,1.4884129955057377,1.6066686663429601,20.0,0.00819882632554816,0.0001248343764862137,4.7067348575435215e-05,0.0949010966416248,,0.00819882632554816,0.17559428813906452
4,3.0914900705229527,5.6697753634037875,15.259821661291031,0.8061819510480264,1.5670678443675454,0.6881659555111177,0.6690420479555429,20.0,0.2199785647817203,0.007842372931105403,0.05213339601432511,48.835951357862186,25.13509479640403,0.2199785647817203,4.081172151325451
5,1.0032412719134167,1.106432948505733,18.333911021693673,0.734032880869577,0.440669421373992,1.0905712909408884,0.0851391109106592,20.0,0.03424849848312764,0.0016793716346678671,0.0070064886862977365,2.255706161737364,7.456967136646173,0.03424849848312764,1.048790388851445
6,4.791270914796516,3.5692222472726174,18.683873411281194,0.21134815705027382,1.4919400478427485,1.4139503453559337,1.118873716918475,20.0,0.2969967647634482,-0.011839474757614918,0.13757160315745165,85.24927603370764,32.498268331557306,0.2969967647634482,4.0895525298865065
7,2.578690727898873,0.4859077224251846,12.56952495058609,0.6346481216135482,0.5989045424365383,0.2931911874584801,0.18551052085417385,20.0,0.008336165388165308,0.0003945489673525715,0.0008593883334289983,0.8399721359513842,,0.008336165388165308,0.8976121391032487
8,0.4625492970634717,4.129697088144062,17.44915398450442,0.9254275808394042,1.4476285903120842,1.3188142623483485,0.2068721638132434,20.0,0.08783305725463102,0.004315246791158937,0.008198385865168118,7.1920851710622395,9.270818127908115,0.08783305725463102,0.934015710477428
9,2.289843188387007,1.9869386278222758,15.656198701190982,0.10303363096270529,1.1464204371436415,0.6101941314066757,0.038976346884161926,20.0,0.09961943933939343,0.004965162298952932,0.0043852612011769515,14.434971219390984,16.40563588492956,0.09961943933939343,2.1236512160614827
10,3.589398448415552,4.922913456585919,10.925634555498947,0.38899460345702086,0.35685683847674016,1.3862345521294936,0.3865553226274671,20.0,0.5913484686187519,0.012614273192891528,0.153418623004855,37.51994201240714,7.18356327072036,0.5913484686187519,4.163045044223623
11,5.849618516234693,0.6396057196872005,11.74878114479256,0.45060937839701715,1.2073250149697465,1.5480928532095075,1.9918264284696927,20.0,0.12601565393793948,0.004608762482004603,0.03177655804864404,42.81168875324819,38.46441229438299,0.12601565393793948,1.3002952929898457
12,5.287477504966648,0.19499915839112097,16.407926667221826,0.013998656869232295,0.6410853569680008,0.7936894592471462,1.133523731331537,20.0,0.04780198946397915,0.002241567992677191,0.0025636670367440734,4.278616933059488,10.13394803567418,0.04780198946397915,0.443056082158846
13,5.591562137715448,5.9898631502920665,13.901731709769134,0.7056815752850257,0.05358862506190739,1.974012606983299,0.9724740573643135,20.0,0.1491763399183162,0.005623380766940653,0.1024047385683059,86.39249778835735,65.56881310846333,0.1491763399183162,5.781358046991088
14,5.65686310689457,3.7453595370062422,5.0390223240898075,0.9638570960478535,0.7179079919047998,0.38021512299157184,1.4067623112516316,20.0,0.04947963902693308,0.002096379940076866,0.010459130229501012,39.93194768518412,91.37243740467186,0.04947963902693308,4.574737594728826
15,4.893355050505954,1.204739385624672,8.11254223739717,0.04969603340049332,1.0658649807735587,0.5395442958417258,0.850904958246747,20.0,0.18297704663127665,0.009019197975658306,0.00964946212112106,18.01663003931176,11.148031479112497,0.18297704663127665,2.053046282249177
16,1.5751788297746527,2.4194358381188024,12.370596842234946,0.424767613322971,0.2663977188705623,0.4355649533448644,0.904042308556113,20.0,0.03752560942218355,-0.0018667730039710595,0.001757065858961084,7.9773441820480535,24.068654640960066,0.03752560942218355,1.953682788820788
17,0.9488909705393993,1.739788544621222,17.531851162134927,0.5754363302302392,1.3427112956846632,0.08033651570448261,1.243302234831057,20.0,0.07156288935210595,0.0034784623442565736,0.003100415676457134,11.361799551772034,17.975479967177296,0.07156288935210595,1.2597006055624822
18,5.194401012135683,1.5670650131184114,19.528703516310983,0.7889419357105841,0.8568629895454946,0.010499964149348166,0.5177628315080538,20.0,0.08393729101384075,0.004195547468186621,0.00032493578146834353,8.815346521320834,11.89065227880315,0.08393729101384075,2.550245620972334
19,2.040872251755368,4.6120260713609555,19.416310825874955,0.0844472816328761,1.3332074449659115,1.257040607001152,1.3150525839631226,20.0,0.050476720667373416,0.0014066767442643539,0.06597721266408352,62.76414621795369,140.78025012302427,0.050476720667373416,2.794386628201883
20,1.8893381450192641,5.354301094912554,6.306247873896238,0.3084260800855448,1.6751693871908597,0.9575736244583472,1.8175896364475195,20.0,0.4355338234282115,0.021760811405612847,0.011896190432169074,80.5320204587016,20.93475808011919,0.4355338234282115,2.885038076991288
21,4.204358433188781,2.1988932107652728,5.709022497143274,0.2518937275520331,1.0962169265788584,1.6295057077066253,1.7712043208005361,20.0,0.24632798755593757,0.006509075156464495,0.08296942043272484,86.24966950110174,39.64285464141968,0.24632798755593757,2.9530692685741635
22,2.779080959494263,2.6845658261461436,11.455816187975454,0.5157973792156149,0.9461356488305287,0.8379169337292641,1.0086887288664645,20.0,0.13108955383933915,0.006466771906111601,0.01739465724975055,29.797987933147102,25.735943462817943,0.13108955383933915,2.732374736685872
23,1.2542998777950694,5.543471209749031,7.924111243714,0.47373206423303543,1.9681962351095592,0.4749147035915877,1.337267138258075,20.0,0.2633387353904881,0.013153808593216357,0.003014781175474367,44.061896880931016,18.943912685255512,0.2633387353904881,2.2324157230770707
24,3.858634248180397,4.3000713117179625,13.180347791960546,0.6763711262832821,1.8081008382585553,1.788617112975612,1.557354415653887,20.0,0.9316483320330831,0.04653016852035356,0.023200824335063538,134.95044693080524,16.399988958949933,0.9316483320330831,4.073238871077719
