,best_speed
0,0.0212093280031199
1,0.0212093280031199
2,0.0212093280031199
3,0.0212093280031199
4,0.0212093280031199
5,0.0212093280031199
6,0.0212093280031199
7,0.022771266970990692
8,0.022771266970990692
9,0.022771266970990692
10,0.022771266970990692
11,0.029674858597014117
12,0.029674858597014117
13,0.034782995229845536
14,0.034782995229845536
15,0.034782995229845536
16,0.034782995229845536
17,0.034782995229845536
18,0.034782995229845536
19,0.034782995229845536
20,0.034782995229845536
21,0.034782995229845536
22,0.034782995229845536
23,0.034782995229845536
24,0.034782995229845536
25,0.034782995229845536
26,0.03858118852354697
27,0.03858118852354697
28,0.03858118852354697
29,0.03858118852354697
30,0.03858118852354697
31,0.03858118852354697
32,0.03858118852354697
33,0.03858118852354697
34,0.03858118852354697
35,0.03858118852354697
36,0.03858118852354697
37,0.03858118852354697
38,0.03858118852354697
39,0.03858118852354697
40,0.03858118852354697
41,0.039214709140364436
42,0.04126338810850088
43,0.04126338810850088
44,0.04126338810850088
45,0.04126338810850088
46,0.04126338810850088
47,0.04126338810850088
48,0.04126338810850088
49,0.04126338810850088
50,0.04126338810850088
51,0.04126338810850088
52,0.04126338810850088
53,0.04126338810850088
54,0.04126338810850088
55,0.04126338810850088
56,0.04126338810850088
57,0.04229432656248332
58,0.04229432656248332
59,0.04229432656248332
60,0.04229432656248332
61,0.04229432656248332
62,0.04229432656248332
63,0.04229432656248332
64,0.04229432656248332
65,0.04229432656248332
66,0.04348370454880142
67,0.04348370454880142
68,0.04348370454880142
69,0.04348370454880142
70,0.04348370454880142
71,0.04348370454880142
72,0.04348370454880142
73,0.04348370454880142
74,0.04348370454880142
75,0.04348370454880142
76,0.04348370454880142
77,0.04348370454880142
78,0.04348370454880142
79,0.04348370454880142
80,0.04348370454880142
81,0.04348370454880142
82,0.04348370454880142
83,0.04348370454880142
84,0.04348370454880142
85,0.04348370454880142
86,0.04348370454880142
87,0.04348370454880142
88,0.04348370454880142
89,0.04348370454880142
90,0.04348370454880142
91,0.04348370454880142
92,0.04348370454880142
93,0.04348370454880142
94,0.04348370454880142
95,0.04348370454880142
96,0.04348370454880142
97,0.04348370454880142
98,0.04348370454880142
99,0.04348370454880142
100,0.04348370454880142
