,best_speed
0,0.0212093280031199
1,0.0212093280031199
2,0.02284286443777301
3,0.02284286443777301
4,0.02284286443777301
5,0.02284286443777301
6,0.02284286443777301
7,0.023121298842964037
8,0.023121298842964037
9,0.023121298842964037
10,0.023121298842964037
11,0.023121298842964037
12,0.023121298842964037
13,0.023121298842964037
14,0.023121298842964037
15,0.024797236258784622
16,0.025339073540016948
17,0.026900391060823255
18,0.031307878529526316
19,0.03307782276220515
20,0.03307782276220515
21,0.034869540152382875
22,0.036928642572311966
23,0.04037101927043422
24,0.04037101927043422
25,0.04037101927043422
26,0.044144916542657585
27,0.044144916542657585
28,0.044144916542657585
29,0.0445980950650302
30,0.045169728588610486
31,0.045410835384306375
32,0.04571494678825649
33,0.045874463497319204
34,0.045874463497319204
35,0.045874463497319204
36,0.045874463497319204
37,0.045874463497319204
38,0.045874463497319204
39,0.045900605212690286
40,0.045900605212690286
41,0.045900605212690286
42,0.045900605212690286
43,0.045900605212690286
44,0.045900605212690286
45,0.045900605212690286
46,0.045900605212690286
47,0.045900605212690286
48,0.045900605212690286
49,0.045900605212690286
50,0.045900605212690286
51,0.045900605212690286
52,0.045900605212690286
53,0.045900605212690286
54,0.045900605212690286
55,0.045900605212690286
56,0.04616182916633327
57,0.04616182916633327
58,0.04616182916633327
59,0.04616182916633327
60,0.04616182916633327
61,0.04616182916633327
62,0.04616182916633327
63,0.04616182916633327
64,0.04616182916633327
65,0.04616182916633327
66,0.04616182916633327
67,0.04616182916633327
68,0.04616182916633327
69,0.04616182916633327
70,0.04616182916633327
71,0.04616182916633327
72,0.04616182916633327
73,0.04616182916633327
74,0.04616182916633327
75,0.04616182916633327
76,0.046219333283492495
77,0.046219333283492495
78,0.046219333283492495
79,0.046219333283492495
80,0.046219333283492495
81,0.046219333283492495
82,0.046219333283492495
83,0.046219333283492495
84,0.04668941254983524
85,0.04668941254983524
86,0.04668941254983524
87,0.04668941254983524
88,0.04668941254983524
89,0.04668941254983524
90,0.04668941254983524
91,0.04681129445083519
92,0.04681129445083519
93,0.04681129445083519
94,0.04681129445083519
95,0.04726874644570238
96,0.04726874644570238
97,0.04726874644570238
98,0.04726874644570238
99,0.04726874644570238
100,0.04726874644570238
