iteration,bestp_stance_freq,bestp_swing_freq,bestp_a_param,bestp_lambda_cpl,bestp_A_front,bestp_A_back,bestp_A_hip,candidate_speed,best_speed,max_ei,median_sigma,mll
0,3.636653108095854,4.023633000224162,12.78824180359237,0.6722256895291046,1.9105988857933007,0.8320138995369807,1.3633862367116345,0.0215766712901975,0.0215766712901975,,,
1,3.788265466690064,3.5927292108535767,12.226512134075165,0.6608254313468933,1.894652247428894,1.792862057685852,0.468744158744812,0.0195649772493928,0.0215766712901975,-5.359455564690471,0.0041769091920292,-1.1200499141216516
2,3.076688647270202,4.389850616455078,10.820884853601456,0.7620106935501099,1.7217680215835571,0.988178253173828,1.0401763916015625,0.0179207189147132,0.0215766712901975,-6.183628939511688,0.0047942497042252,-1.1508802096426882
3,4.932199716567993,3.839396595954895,9.337822645902634,0.4396183490753174,1.630505919456482,2.0,0.647202730178833,0.0321830558276236,0.0321830558276236,-5.779717871931474,0.0046687533190816,-1.0976075536906469
4,6.0,4.721069812774658,5.0,0.4184095859527588,1.6960643529891968,2.0,0.659415602684021,0.0053300888865065,0.0321830558276236,-8.119532385892601,0.0046039713732053,-1.0127616103873458
5,6.0,2.191694676876068,9.261318892240524,0.4962018132209778,1.828230142593384,2.0,0.5603442192077637,0.0102227217506208,0.0321830558276236,-7.640606900853808,0.0063411323933255,-1.2110157232040686
6,6.0,3.8595356941223145,10.257610231637956,0.3786662817001343,1.6365545988082886,1.9567694664001465,1.0356711149215698,0.0436985473741416,0.0436985473741416,-8.083284127609303,0.0076810115253068,-1.2921064212357452
7,6.0,3.827762246131897,10.730900317430496,0.2566346824169159,1.6917120218276978,2.0,1.2730591297149658,-0.0098794506445447,0.0436985473741416,-8.582153828333771,0.0087806952704128,-1.2275245598047324
8,4.198290467262268,3.374025821685791,11.009062826633452,0.8966454863548279,1.7039570808410645,0.6639313697814941,0.777290403842926,0.0032018703744572,0.0436985473741416,-8.468184050157967,0.0113889616426771,-1.37723461584908
9,5.713320136070252,4.293863654136658,10.52099734544754,0.394933670759201,1.5767260789871216,2.0,1.1729780435562134,0.0358268723882079,0.0436985473741416,-7.401266336243978,0.0112842214364941,-1.3674899297595862
10,5.952308893203735,3.2973915338516235,9.87235963344574,0.3862301409244537,1.6947863101959229,1.906308889389038,0.7400161623954773,-0.0152643862096242,0.0436985473741416,-7.934248429702673,0.012316444286409,-1.3556517767156384
11,5.941744923591614,3.9899182319641113,10.333688408136368,0.381829172372818,1.620004177093506,1.9694738388061523,1.0836206674575806,0.0441147183127028,0.0441147183127028,-7.588649148132497,0.012872204196067,-1.3820162528539537
12,5.615138053894043,4.030173182487488,10.424085110425947,0.387995570898056,1.6047520637512207,1.982246279716492,1.0578525066375732,0.0430085196800381,0.0441147183127028,-9.406258131457388,0.0139347254950073,-1.329566975511792
13,3.651474952697754,4.208627343177795,9.117456823587418,0.4628858566284179,1.5444414615631104,2.0,0.6690365672111511,0.0041008796249796,0.0441147183127028,-8.083304072031265,0.0147470030116897,-1.2863551149102117
14,5.998767971992493,4.247201800346375,9.55176681280136,0.3965376615524292,1.6163151264190674,1.97562575340271,1.0604236125946045,0.0476967694150049,0.0476967694150049,-7.481369984718898,0.0146086642426013,-1.2960004854943232
15,5.944857358932495,3.639614582061768,11.48056834936142,0.4204082489013672,1.6656183004379272,2.0,1.0656592845916748,-0.0030551325856505,0.0476967694150049,-9.31378994948212,0.0155527168013879,-1.2523806106910549
16,3.442679643630981,4.184184908866882,12.118406593799593,0.7034045457839966,1.8446624279022217,0.8887434601783752,1.2533597946166992,0.0047155174029139,0.0476967694150049,-8.678946387000225,0.0155160469310854,-1.2972476328535945
17,5.790278077125549,4.32246208190918,9.592032134532928,0.3871763050556183,1.5895249843597412,1.9747387170791624,1.074064016342163,0.0410678347071729,0.0476967694150049,-9.218225849614118,0.015360018837004,-1.289704313086667
18,6.0,4.007466673851013,9.488669633865356,0.3960729241371155,1.6463338136672974,1.966373324394226,0.9552858471870422,0.0422185052184557,0.0476967694150049,-6.81769858894255,0.015871730990649,-1.2376304188292993
19,3.846006274223328,3.837703227996826,13.494177758693697,0.6388871073722839,1.992037653923035,0.772588849067688,1.4820300340652466,0.0046636649546347,0.0476967694150049,-9.37397444366039,0.0163672901490079,-1.2343272367288556
20,6.0,4.122002005577087,7.598773092031479,0.3908396065235138,1.7441349029541016,1.8869529962539675,1.0399503707885742,0.049264648035334,0.049264648035334,-9.58865448405856,0.0162203422183491,-1.2304722706652529
21,6.0,4.164804697036743,11.76577925682068,0.3911759257316589,2.0,1.4209825992584229,1.014332294464111,0.017737892580729,0.049264648035334,-9.476916775667046,0.0169519577529532,-1.1995815612766116
22,3.4424707889556885,4.532355666160584,7.70285353064537,0.6629818081855774,1.0111541748046875,0.6789437532424927,1.40378999710083,0.0023152326708824,0.049264648035334,-9.799838120605902,0.0168041614531515,-1.2075827615002703
23,6.0,4.1488988399505615,5.0,0.3906531929969787,1.9455480575561523,2.0,1.0215080976486206,0.0539727337952068,0.0539727337952068,-9.737580564669935,0.0166889698737121,-1.202551244467102
24,5.67531144618988,3.657096147537232,8.405229970812798,0.4475313425064087,1.719090700149536,2.0,0.4299634397029876,-0.0054572895601577,0.0539727337952068,-10.387163498816632,0.0175281191133364,-1.1687132320519051
25,5.035221576690674,1.0498234927654266,15.515040755271912,0.4216497540473938,1.427462100982666,0.9856351017951964,0.3007699847221374,0.0137353523670067,0.0539727337952068,-10.11439134490606,0.0175290043398354,-1.1810416364336005
26,6.0,4.078235149383545,5.0,0.3824798166751861,2.0,2.0,0.9967809915542604,0.0558216836833039,0.0558216836833039,-10.455162868493876,0.0173676064254101,-1.1755558816524487
27,4.5319225788116455,4.057324647903442,5.0,0.4062331318855285,2.0,2.0,0.7381799221038818,0.0248577033500068,0.0558216836833039,-10.15842752895832,0.018178723770331,-1.14004814755421
28,3.570211172103882,3.581525444984436,5.0,0.4384994208812713,2.0,2.0,0.7044774889945984,0.040924586890344,0.0558216836833039,-10.788378231203936,0.0180867134605872,-1.1324175574007147
29,6.0,4.067128658294678,5.0,0.3774940371513366,1.2387174367904663,2.0,0.9853402972221376,0.0324741937977902,0.0558216836833039,-9.815448687640508,0.0182989974795186,-1.120803364741226
30,2.0225263237953186,2.392116129398346,5.217365645803511,0.9996764063835144,0.9124014377593994,0.1501260101795196,0.5666419267654419,0.0037042794779008,0.0558216836833039,-10.556361153478395,0.0183086905804912,-1.121473353763454
