iteration,candidate_speed,cand_stance_freq,cand_swing_freq,cand_a_param,cand_lambda_cpl,cand_A_front,cand_A_back,cand_A_hip,bestp_stance_freq,bestp_swing_freq,bestp_a_param,bestp_lambda_cpl,bestp_A_front,bestp_A_back,bestp_A_hip,max_ei,median_sigma,mll
0,0.0197031985695948,4.738668101822225,4.007729831052709,16.26707998246944,0.8790633048378365,0.8243182544066858,1.5210740402326872,1.5292089721229083,4.738668101822225,4.007729831052709,16.26707998246944,0.8790633048378365,0.8243182544066858,1.5210740402326872,1.5292089721229083,,,
1,0.0188475749616626,4.8895286321640015,4.208333730697632,16.854131817817688,0.8472511172294617,0.7775008082389832,1.4976364374160769,1.492653489112854,4.8895286321640015,4.208333730697632,16.854131817817688,0.8472511172294617,0.7775008082389832,1.4976364374160769,1.492653489112854,-7.237464867952325,0.006682413586718,-1.458036457716257
2,-0.0048980734397109,4.688001751899719,3.8796021938323975,13.69578868150711,1.0,0.8017480969429016,1.501488447189331,1.454516053199768,4.688001751899719,3.8796021938323975,13.69578868150711,1.0,0.8017480969429016,1.501488447189331,1.454516053199768,-7.289543586363257,0.0068635946424166,-1.392513012443699
3,0.007229446398286,4.820786118507385,4.203206062316895,16.658712327480316,0.8664758205413818,0.8869526386260986,1.527381181716919,1.517727971076965,4.820786118507385,4.203206062316895,16.658712327480316,0.8664758205413818,0.8869526386260986,1.527381181716919,1.517727971076965,-7.230305674575508,0.0074234059518376,-1.4223555453061143
4,0.0031320500093597,4.779892086982727,4.059599876403809,16.448958218097687,0.8692277073860168,0.8021125793457031,1.5126034021377563,1.5196114778518677,4.779892086982727,4.059599876403809,16.448958218097687,0.8692277073860168,0.8021125793457031,1.5126034021377563,1.5196114778518677,-7.466048415382457,0.0077603934691054,-1.4684032531332512
5,0.0189722337197732,4.911984086036682,4.25653338432312,16.955516636371613,0.8433196544647217,0.7920476794242859,1.4983234405517578,1.48650062084198,4.911984086036682,4.25653338432312,16.955516636371613,0.8433196544647217,0.7920476794242859,1.4983234405517578,1.48650062084198,-8.44730410210125,0.0076589222551133,-1.5142643258218764
6,-0.0056848506174868,4.717080473899841,3.9869309663772574,16.171827018260956,0.8847771883010864,0.8437743782997131,1.5272122621536257,1.5347092151641846,4.717080473899841,3.9869309663772574,16.171827018260956,0.8847771883010864,0.8437743782997131,1.5272122621536257,1.5347092151641846,-8.331951400563103,0.0078960071183922,-1.4655117850389043
7,0.007227220267377,1.6078174710273745,1.6477171182632446,16.916677355766296,0.7980472445487976,1.4396523237228394,0.8816938400268555,0.2833433747291565,1.6078174710273745,1.6477171182632446,16.916677355766296,0.7980472445487976,1.4396523237228394,0.8816938400268555,0.2833433747291565,-9.450630683865988,0.0080064798307726,-1.611067772874169
8,0.0121810137175257,3.277743101119995,1.6883440017700195,10.971042960882189,0.8710333108901978,0.8569799661636353,1.0361201763153076,0.4838396906852722,3.277743101119995,1.6883440017700195,10.971042960882189,0.8710333108901978,0.8569799661636353,1.0361201763153076,0.4838396906852722,-9.501078640985703,0.0079009327995621,-1.59272401658657
9,0.0002448326750747,5.296728730201721,5.7367894649505615,14.617348313331604,0.7902953624725342,1.1524029970169067,0.0113853327929973,1.4965704679489136,5.296728730201721,5.7367894649505615,14.617348313331604,0.7902953624725342,1.1524029970169067,0.0113853327929973,1.4965704679489136,-9.447364495900535,0.0078720479929496,-1.5748775006258775
10,0.006557492221806,5.417272567749023,1.6276922821998596,16.565333008766174,0.8822943568229675,1.1363688707351685,0.0586105100810527,0.7890502214431763,5.417272567749023,1.6276922821998596,16.565333008766174,0.8822943568229675,1.1363688707351685,0.0586105100810527,0.7890502214431763,-9.528241410615305,0.0078135721446743,-1.5584535467444876
11,0.0018822810673909,4.821439504623413,1.5463510751724243,10.744477659463882,0.0196753051131963,1.1665610074996948,1.487450122833252,0.0316809229552745,4.821439504623413,1.5463510751724243,10.744477659463882,0.0196753051131963,1.1665610074996948,1.487450122833252,0.0316809229552745,-9.589889924135091,0.0077149761402761,-1.542868680126201
12,0.0074286742088243,5.696482300758362,2.498629868030548,16.477491557598114,0.9103187322616576,1.0864962339401243,0.0716658979654312,0.9228801131248474,5.696482300758362,2.498629868030548,16.477491557598114,0.9103187322616576,1.0864962339401243,0.0716658979654312,0.9228801131248474,-9.675793168567806,0.0076378710644941,-1.5280942574815424
13,0.0066614564871229,4.117348909378052,2.1474040746688843,9.767894744873049,0.1093636974692344,1.4842560291290283,0.4534972012042999,0.0407934747636318,4.117348909378052,2.1474040746688843,9.767894744873049,0.1093636974692344,1.4842560291290283,0.4534972012042999,0.0407934747636318,-9.720381126296072,0.0075511118266541,-1.513950843305413
14,0.0067719628930765,3.620489716529846,0.9414572417736052,6.522127240896225,0.6921453475952148,1.1473230123519895,1.4717986583709717,0.6802706122398376,3.620489716529846,0.9414572417736052,6.522127240896225,0.6921453475952148,1.1473230123519895,1.4717986583709717,0.6802706122398376,-9.775291853707508,0.0074632430701227,-1.5005127082638667
15,0.0212217059789595,4.116233468055725,2.391959130764008,11.6289584338665,0.0403985679149627,1.6891096830368042,1.492923378944397,0.1315743178129196,4.116233468055725,2.391959130764008,11.6289584338665,0.0403985679149627,1.6891096830368042,1.492923378944397,0.1315743178129196,-9.828661983366558,0.0073788170164301,-1.4876960437948172
16,0.0142507380813952,1.322849124670029,4.0380939245224,6.400090865790844,0.4128448069095611,1.94688618183136,1.4498082399368286,1.0102218389511108,1.322849124670029,4.0380939245224,6.400090865790844,0.4128448069095611,1.94688618183136,1.4498082399368286,1.0102218389511108,-9.9827771508258,0.0076645316122047,-1.4735472613061251
17,0.0302782632028461,3.4306082725524902,4.047713756561279,9.876840263605118,0.395426869392395,1.6845577955245972,1.8258556127548216,1.97519326210022,3.4306082725524902,4.047713756561279,9.876840263605118,0.395426869392395,1.6845577955245972,1.8258556127548216,1.97519326210022,-9.893809916195991,0.0076808811750317,-1.4613325613034185
18,0.0121206479166295,5.606964468955994,2.434485733509064,16.770226061344147,0.8947826623916626,1.3841103315353394,0.4071943163871765,0.8208428025245667,5.606964468955994,2.434485733509064,16.770226061344147,0.8947826623916626,1.3841103315353394,0.4071943163871765,0.8208428025245667,-12.417149797237792,0.0083834333943167,-1.4470606131618025
19,0.0003784542276528,1.287564754486084,1.1709645688533783,15.93816727399826,0.8214135766029358,1.239929437637329,0.4961448907852173,0.1427065283060073,1.287564754486084,1.1709645688533783,15.93816727399826,0.8214135766029358,1.239929437637329,0.4961448907852173,0.1427065283060073,-12.4244277233715,0.0083334837941473,-1.4361991302416908
20,0.0116329227799613,1.857440650463104,4.011939883232117,8.226989135146141,0.3525842726230621,1.8184611797332764,0.1007535085082054,1.0274401903152466,1.857440650463104,4.011939883232117,8.226989135146141,0.3525842726230621,1.8184611797332764,0.1007535085082054,1.0274401903152466,-12.526983016526064,0.0082941005608532,-1.4258970506265485
21,0.0288612076623007,4.940086841583252,5.1209821701049805,5.923143923282623,0.6226901412010193,1.856417179107666,1.4753016233444214,1.448474645614624,4.940086841583252,5.1209821701049805,5.923143923282623,0.6226901412010193,1.856417179107666,1.4753016233444214,1.448474645614624,-12.545896583655304,0.0082413029319263,-1.4159260778904992
22,0.0103672370481794,5.707606673240662,2.992414355278015,17.349344491958618,0.9145788550376892,1.531291127204895,0.7119157910346985,0.6758648157119751,5.707606673240662,2.992414355278015,17.349344491958618,0.9145788550376892,1.531291127204895,0.7119157910346985,0.6758648157119751,-11.735164775619596,0.0087345122964781,-1.40467039274648
23,0.0104635754252112,3.76003897190094,1.21507465839386,11.254319101572037,0.722044825553894,0.6075583696365356,1.8973503112792969,0.3131918907165527,3.76003897190094,1.21507465839386,11.254319101572037,0.722044825553894,0.6075583696365356,1.8973503112792969,0.3131918907165527,-11.799768124673594,0.008660898822272,-1.364289204410621
24,0.0008833514731385,5.439712643623352,1.4464555978775024,15.715593099594116,0.9635946750640868,1.0699785947799685,1.718725562095642,1.0091723203659058,5.439712643623352,1.4464555978775024,15.715593099594116,0.9635946750640868,1.0699785947799685,1.718725562095642,1.0091723203659058,-11.798786070141174,0.0085897624739702,-1.3559070927937986
25,0.0072955083180204,5.903392910957336,3.1756922006607056,16.98054075241089,0.9931436777114868,1.6925040483474731,1.3632336854934692,0.4167987704277038,5.903392910957336,3.1756922006607056,16.98054075241089,0.9931436777114868,1.6925040483474731,1.3632336854934692,0.4167987704277038,-11.915246295324472,0.008550954047956,-1.348050030496566
26,0.0022277504624624,2.8625330328941345,4.161280632019043,9.223685711622238,0.4132299721240997,1.905894637107849,0.7115245461463928,0.5969345569610596,2.8625330328941345,4.161280632019043,9.223685711622238,0.4132299721240997,1.905894637107849,0.7115245461463928,0.5969345569610596,-12.047821765924017,0.0084714826689753,-1.3405246583797652
27,0.0192538731380581,5.476422429084778,2.058872938156128,18.69933694601059,0.3322552442550659,1.808598279953003,0.3673635721206665,0.977828860282898,5.476422429084778,2.058872938156128,18.69933694601059,0.3322552442550659,1.808598279953003,0.3673635721206665,0.977828860282898,-12.144104180922191,0.0084186865282267,-1.333256398832204
28,0.0131717521900167,3.618191957473755,4.099533677101135,9.080732464790344,0.5111393928527832,1.704286813735962,0.9086889028549194,0.2776850759983063,3.618191957473755,4.099533677101135,9.080732464790344,0.5111393928527832,1.704286813735962,0.9086889028549194,0.2776850759983063,-11.657249167076127,0.0085008151934184,-1.3257071630757236
29,0.0019297734934219,1.842085003852844,0.8802528977394104,17.032917141914368,0.8022302985191345,1.6005566120147705,1.1509480476379397,1.491629719734192,1.842085003852844,0.8802528977394104,17.032917141914368,0.8022302985191345,1.6005566120147705,1.1509480476379397,1.491629719734192,-11.723447690696071,0.0084627214726144,-1.3188066511357617
30,0.0172971240384332,1.9184866547584531,4.074544072151184,8.418368771672249,0.3313079476356506,1.800391435623169,1.625916600227356,1.361115336418152,1.9184866547584531,4.074544072151184,8.418368771672249,0.3313079476356506,1.800391435623169,1.625916600227356,1.361115336418152,-12.032859477931536,0.0084182181947119,-1.3125011316074655
31,0.0258059022815895,5.224179267883301,1.5545693635940552,18.878066837787628,0.2636852264404297,1.6616849899291992,1.1648834943771362,0.2847358286380768,5.224179267883301,1.5545693635940552,18.878066837787628,0.2636852264404297,1.6616849899291992,1.1648834943771362,0.2847358286380768,-11.947819502708736,0.008448139644444,-1.3060132591863216
32,0.0236967555183448,4.924422740936279,5.132690191268921,5.887138061225414,0.6304195523262024,1.852782964706421,1.3146713972091677,1.4083857536315918,4.924422740936279,5.132690191268921,5.887138061225414,0.6304195523262024,1.852782964706421,1.3146713972091677,1.4083857536315918,-11.442111492758723,0.0087043704457342,-1.2674310047823314
33,0.0235320676595961,4.015835881233215,2.8532899618148804,11.744828075170515,0.0279529895633459,1.6943567991256714,1.450192093849182,0.4419156908988952,4.015835881233215,2.8532899618148804,11.744828075170515,0.0279529895633459,1.6943567991256714,1.450192093849182,0.4419156908988952,-11.240749031491806,0.0088699696799207,-1.2484198623477567
34,0.0064388340919509,4.083461880683899,4.757822155952454,11.666948348283768,0.0260318685322999,1.6869113445281982,1.682244062423706,0.2803540527820587,4.083461880683899,4.757822155952454,11.666948348283768,0.0260318685322999,1.6869113445281982,1.682244062423706,0.2803540527820587,-10.988329646760508,0.0090155965107033,-1.2400383473271517
35,0.0224275919114831,4.0102150440216064,2.0104023814201355,11.751174628734589,0.0312925316393375,1.696192741394043,1.3685683012008667,0.4402093291282654,4.0102150440216064,2.0104023814201355,11.751174628734589,0.0312925316393375,1.696192741394043,1.3685683012008667,0.4402093291282654,-11.163311145493594,0.0089463403796483,-1.2396884393970735
36,0.0129401690009182,1.140064358711243,3.8024110794067374,6.800453253090382,0.4222660660743713,1.953628659248352,1.7100175619125366,0.947156548500061,1.140064358711243,3.8024110794067374,6.800453253090382,0.4222660660743713,1.953628659248352,1.7100175619125366,0.947156548500061,-10.613844715219406,0.0090515583090017,-1.2244126496761003
37,-0.0027846261284582,5.658015131950378,2.4360594749450684,17.03039675951004,0.905612051486969,1.4521794319152832,1.289231777191162,1.0438812971115112,5.658015131950378,2.4360594749450684,17.03039675951004,0.905612051486969,1.4521794319152832,1.289231777191162,1.0438812971115112,-10.914249575664366,0.0089994039820002,-1.220030214659854
38,0.0205815985767248,5.200385212898254,1.6402652263641355,19.045109450817108,0.274424135684967,1.6618103981018066,1.0676660537719729,0.5579794049263,5.200385212898254,1.6402652263641355,19.045109450817108,0.274424135684967,1.6618103981018066,1.0676660537719729,0.5579794049263,-10.165162741555688,0.0090352792629513,-1.1779979235864235
39,0.0200071363239145,5.407153487205505,1.8986570835113523,18.731168508529663,0.3121863603591919,1.7680339813232422,0.5914641618728638,0.7485784292221069,5.407153487205505,1.8986570835113523,18.731168508529663,0.3121863603591919,1.7680339813232422,0.5914641618728638,0.7485784292221069,-9.288929717548845,0.0090913568473906,-1.169529891509189
40,-0.0011849050791719,5.211835741996765,0.2592340037226677,7.798103913664818,0.6115878820419312,1.2747700214385986,0.2786720991134643,1.474461555480957,5.211835741996765,0.2592340037226677,7.798103913664818,0.6115878820419312,1.2747700214385986,0.2786720991134643,1.474461555480957,-10.355463972132569,0.0091311593316958,-1.1651839677135467
41,0.0065227197723518,4.762078642845154,4.743079662322998,5.510913878679276,0.7101504802703857,1.815519452095032,0.5485102534294128,0.5691190958023071,4.762078642845154,4.743079662322998,5.510913878679276,0.7101504802703857,1.815519452095032,0.5485102534294128,0.5691190958023071,-11.08753553803611,0.0091399251291838,-1.197654561125785
42,0.0091196949521331,5.442834734916687,0.7653313279151917,18.678347766399384,0.326521098613739,1.7853093147277832,0.9106731414794922,0.8088333010673523,5.442834734916687,0.7653313279151917,18.678347766399384,0.326521098613739,1.7853093147277832,0.9106731414794922,0.8088333010673523,-11.035272954590742,0.0090773259513889,-1.1938621831840486
43,0.0179085532431753,4.9331560134887695,4.24989652633667,16.9904425740242,0.8382211923599243,0.7499118447303772,1.48833966255188,1.482414484024048,4.9331560134887695,4.24989652633667,16.9904425740242,0.8382211923599243,0.7499118447303772,1.48833966255188,1.482414484024048,-9.305348768233475,0.0090135350259714,-1.1640647384863207
44,0.0121812727834421,4.062468409538269,2.806893825531006,11.736953109502792,0.0367397144436836,1.685262680053711,1.1226729154586792,0.6665343642234802,4.062468409538269,2.806893825531006,11.736953109502792,0.0367397144436836,1.685262680053711,1.1226729154586792,0.6665343642234802,-11.089811582728595,0.0090189933466206,-1.1899585210208634
45,0.0178280418117624,4.880731344223023,5.297567367553711,5.828907303512096,0.6442171931266785,1.8384751081466677,0.0033491528593003,1.462843656539917,4.880731344223023,5.297567367553711,5.828907303512096,0.6442171931266785,1.8384751081466677,0.0033491528593003,1.462843656539917,-11.237358255517208,0.0089668131281007,-1.189469643973472
46,0.0284834956885184,4.035868048667908,1.958321034908295,11.768372058868408,0.0270912386476993,1.7001917362213137,1.640400528907776,0.06350689381361,4.035868048667908,1.958321034908295,11.768372058868408,0.0270912386476993,1.7001917362213137,1.640400528907776,0.06350689381361,-10.988544607218948,0.0089692173981377,-1.1851181493900689
47,0.0123190838622302,3.728430390357971,3.023541212081909,11.291256695985794,0.7266401052474976,0.6156978011131287,1.134257197380066,0.1237561106681823,3.728430390357971,3.023541212081909,11.291256695985794,0.7266401052474976,0.6156978011131287,1.134257197380066,0.1237561106681823,-10.808370919664323,0.0091923907541596,-1.168307190847674
48,-0.0005251625726638,3.603948354721069,5.503091096878052,8.929497450590134,0.5164473652839661,1.6745998859405518,0.4761767387390136,1.449871301651001,3.603948354721069,5.503091096878052,8.929497450590134,0.5164473652839661,1.6745998859405518,0.4761767387390136,1.449871301651001,-11.012522319690731,0.0091395168175574,-1.164594047784192
49,0.0072163586022294,1.0254372954368591,1.564552903175354,6.9593847543001175,0.4255890846252441,1.9717345237731931,1.954120635986328,1.368025541305542,1.0254372954368591,1.564552903175354,6.9593847543001175,0.4255890846252441,1.9717345237731931,1.954120635986328,1.368025541305542,-10.933443545639296,0.0091444582695443,-1.1622316330337683
50,0.0029685734330072,1.8942804336547847,4.050528645515442,8.34247276186943,0.3397453129291534,1.8075520992279053,1.0228463411331177,1.2279545068740845,1.8942804336547847,4.050528645515442,8.34247276186943,0.3397453129291534,1.8075520992279053,1.0228463411331177,1.2279545068740845,-11.138871186817076,0.0090876871059516,-1.1589999420762918
51,-0.0017481422506338,5.043196320533752,0.1880415827035904,20.0,0.3350858092308044,1.649056315422058,0.4285277426242828,1.6695075035095217,5.043196320533752,0.1880415827035904,20.0,0.3350858092308044,1.649056315422058,0.4285277426242828,1.6695075035095217,-11.19645999248035,0.0090543418975368,-1.1593273826912909
52,0.0297127719195628,4.953780770301819,5.1379090547561646,5.960881263017654,0.6147749423980713,1.858955144882202,1.4851772785186768,1.5074574947357178,4.953780770301819,5.1379090547561646,5.960881263017654,0.6147749423980713,1.858955144882202,1.4851772785186768,1.5074574947357178,-10.691411330583142,0.0090740218710029,-1.1581619812269923
53,0.0037856705155633,1.2555782496929169,5.893229126930237,6.631186865270138,0.4191053807735443,1.936137318611145,1.5966224670410156,1.2521281242370603,1.2555782496929169,5.893229126930237,6.631186865270138,0.4191053807735443,1.936137318611145,1.5966224670410156,1.2521281242370603,-10.852256360540714,0.0093116105132022,-1.1422704192212214
54,0.0014204393535596,3.2794893980026245,2.901136815547943,10.967485010623932,0.8713143467903137,0.8558599948883057,0.37594074010849,0.1934674680233001,3.2794893980026245,2.901136815547943,10.967485010623932,0.8713143467903137,0.8558599948883057,0.37594074010849,0.1934674680233001,-10.88500955035497,0.0092720425191871,-1.1404528540665282
55,-0.0002137963700935,5.103544235229492,3.3873438835144043,19.672639071941376,0.3067635595798492,1.6569432020187378,0.8584966063499451,1.82484769821167,5.103544235229492,3.3873438835144043,19.672639071941376,0.3067635595798492,1.6569432020187378,0.8584966063499451,1.82484769821167,-11.096610737259471,0.0092520189255345,-1.1384564668751482
56,0.0213869906857518,5.737040162086487,3.421861410140991,17.587954699993134,0.9215027093887328,1.590975284576416,0.2389432787895202,1.180565595626831,5.737040162086487,3.421861410140991,17.587954699993134,0.9215027093887328,1.590975284576416,0.2389432787895202,1.180565595626831,-11.04088524094111,0.0092486579878578,-1.1407774949573055
57,0.0095407345570995,2.628793716430664,3.210557699203491,9.516566842794418,0.4482142329216003,1.684010028839111,0.6922799944877625,0.8205553889274597,2.628793716430664,3.210557699203491,9.516566842794418,0.4482142329216003,1.684010028839111,0.6922799944877625,0.8205553889274597,-10.9578325876015,0.0092953419044297,-1.1370791800284872
58,0.0338557586720824,4.952828764915466,4.982899904251099,5.954600535333157,0.6161395311355591,1.8593268394470213,1.5306442975997925,1.3059442043304443,4.952828764915466,4.982899904251099,5.954600535333157,0.6161395311355591,1.8593268394470213,1.5306442975997925,1.3059442043304443,-10.202884532697531,0.0092414412230385,-1.1337362948882783
