,best_speed
0,0.0328792670253961
1,0.0328792670253961
2,0.0328792670253961
3,0.0328792670253961
4,0.0328792670253961
5,0.0328792670253961
6,0.0328792670253961
7,0.0328792670253961
8,0.0328792670253961
9,0.0328792670253961
10,0.0328792670253961
11,0.0328792670253961
12,0.0328792670253961
13,0.0328792670253961
14,0.0328792670253961
15,0.0328792670253961
16,0.0328792670253961
17,0.0328792670253961
18,0.0328792670253961
19,0.0328792670253961
20,0.0328792670253961
21,0.0328792670253961
22,0.0328792670253961
23,0.0328792670253961
24,0.0328792670253961
25,0.0328792670253961
26,0.0328792670253961
27,0.0328792670253961
28,0.0328792670253961
29,0.0328792670253961
30,0.0328792670253961
31,0.0328792670253961
32,0.0328792670253961
33,0.0328792670253961
34,0.0328792670253961
35,0.0364123063343428
36,0.0364123063343428
37,0.0364123063343428
38,0.0364123063343428
39,0.0364123063343428
40,0.0364123063343428
41,0.0364123063343428
42,0.0364123063343428
43,0.0364123063343428
44,0.0364123063343428
45,0.0364123063343428
46,0.0364123063343428
47,0.0364123063343428
48,0.0364123063343428
49,0.0364123063343428
50,0.0364123063343428
51,0.0364123063343428
52,0.0364123063343428
53,0.0364123063343428
54,0.0364123063343428
55,0.0364123063343428
56,0.0364123063343428
57,0.0364123063343428
58,0.0364123063343428
59,0.0364123063343428
60,0.0364123063343428
61,0.0364123063343428
62,0.0364123063343428
63,0.0364123063343428
64,0.0364123063343428
65,0.0364123063343428
66,0.0364123063343428
67,0.0364123063343428
68,0.0364123063343428
69,0.0364123063343428
70,0.0364123063343428
71,0.0364123063343428
72,0.0364123063343428
73,0.0364123063343428
74,0.0364123063343428
75,0.0364123063343428
76,0.0364123063343428
77,0.0364123063343428
78,0.045684096275672034
79,0.045684096275672034
80,0.045684096275672034
81,0.045684096275672034
82,0.045684096275672034
83,0.045684096275672034
84,0.045684096275672034
85,0.045684096275672034
86,0.045684096275672034
87,0.045684096275672034
88,0.045684096275672034
89,0.045684096275672034
90,0.045684096275672034
91,0.045684096275672034
92,0.045684096275672034
93,0.045684096275672034
94,0.045684096275672034
95,0.045684096275672034
96,0.045684096275672034
97,0.045684096275672034
98,0.045684096275672034
99,0.045684096275672034
100,0.045684096275672034
