iter,max_ei,median_sigma,mll
1,-8.01449025855788,0.006392335958837355,-0.9225501429145289
2,-8.94843436920745,0.006705992618378288,-0.954720280499794
3,-6.502758138014278,0.007472472703353073,-1.0100667579484344
4,-10.192242810257447,0.007759726046344062,-1.0358584073435668
5,-8.236052162163649,0.007497746053893989,-1.0042645843083997
6,-10.720321287605763,0.007805248730992475,-1.0408593120658478
7,-12.431708378976575,0.007832116874783964,-1.0592408454823787
8,-13.94185469845837,0.007814858447969086,-1.0593804122754569
9,-14.219435828207715,0.007789948102414497,-1.0634764915921415
10,-14.322226196401973,0.0077853370547704874,-1.0615091652090598
11,-14.078654160147426,0.007768506806281427,-1.064972339397904
12,-14.74323815506707,0.007749604917820035,-1.068327392261352
13,-15.187853361116309,0.00772991559138551,-1.0688607213285655
14,-14.81938756731505,0.007708338921227856,-1.066313705671348
15,-15.292958584165383,0.00769450865800795,-1.0661604149264718
16,-14.3247819082056,0.007673001579816276,-1.0653554109152183
17,-14.599487684861696,0.007650373608865527,-1.064859774624686
18,-15.24603099862552,0.007629423900886026,-1.063984715747514
19,-13.135622366914426,0.007623793763607339,-1.0576069852123502
20,-14.297307918754523,0.007684968279250206,-1.0548322253740265
21,-12.663776519866872,0.007664995548986715,-1.0538481333644523
22,-14.061723074386352,0.007658978786023632,-1.0555335375200863
23,-15.111233420895,0.007647735855863824,-1.054591505592217
24,-13.92736666444171,0.007779478258652305,-1.0518676232748985
25,-14.140403809467651,0.007835381587266215,-1.0499555283133657
26,-14.549638923370527,0.007818708734004413,-1.0552970655507097
27,-14.80432306664519,0.007862795039427753,-1.052467356767101
28,-14.54308350119187,0.008062869541128719,-1.0427820862090158
29,-14.896704751121465,0.008354776945735335,-1.0382258910965996
30,-13.88788381642902,0.008382370389861749,-1.0430414012462255
31,-14.09092289605406,0.008375742173404664,-1.041657051328702
32,-14.572326674746368,0.008408894515542312,-1.0406368815985056
33,-14.870207250078735,0.008409711135048736,-1.03996076882582
34,-14.306648239930716,0.008650803169834465,-1.0332897060846715
35,-14.276651683564339,0.008650015114711303,-1.0326635743129315
36,-13.20530012153506,0.008632305625543523,-1.0318466945554767
37,-13.394230585977262,0.008640357655911951,-1.0308719047722594
38,-14.292309780508354,0.00867827744756041,-1.0288479645966566
39,-14.536188153214082,0.008655750928604258,-1.0280482981770054
40,-14.517685323071785,0.008641148740383625,-1.027765396474451
41,-14.480654497937122,0.00863321948249567,-1.0272419384290046
42,-14.122285632471073,0.008616593364264857,-1.0274649740776678
43,-14.319916074807743,0.008716675669383105,-1.0264190605288475
44,-14.321565228740887,0.008695591282573353,-1.0256386590679145
45,-14.290944449586284,0.008688963818024078,-1.0496269996836927
46,-14.343058641603958,0.008666648304073354,-1.0487458896829513
47,-14.344830693852042,0.008664212796312033,-1.047195342641233
48,-14.367841506518225,0.008659090133250533,-1.0465861130358263
49,-14.272001657161479,0.008694358063649777,-1.0458882201942288
50,-14.080966147792903,0.00879952799241154,-1.0430115605354733
51,-14.12638850956116,0.008784953590863254,-1.0423246395442738
52,-14.117448100642225,0.008780338534009152,-1.0417129028337522
53,-14.100017377450923,0.008760152095887725,-1.0411740456969478
54,-14.097157580463247,0.00879150781544335,-1.0403992755539788
55,-14.07008038743168,0.008795787000042797,-1.0398294039917577
56,-14.10548033544164,0.008774372942772262,-1.039288190296376
57,-14.112327727227143,0.008766466603409486,-1.038574355519704
58,-14.149171311985878,0.008745434362365722,-1.0380656064217217
59,-14.163320682442045,0.008748327523684003,-1.0375199304039437
60,-14.16604476666193,0.008733278783880534,-1.0368978602186918
61,-14.236294528124471,0.00871260254218942,-1.0363748989990664
62,-14.151084588327361,0.008796920060699811,-1.0164397383250625
63,-14.043954150220292,0.008810516206865087,-1.0158758213722014
64,-14.105989231348278,0.008818175888503137,-1.0154432945293845
65,-13.918036512670492,0.008804873001090806,-1.0148776650146767
66,-13.929299729165223,0.008784481883880889,-1.014498826844495
67,-14.20358469906957,0.008764318835230435,-1.0146191080364675
68,-14.291260579351256,0.0087461298358221,-1.014201911133454
69,-14.105949946592755,0.008726961438240036,-1.0156900498319492
70,-14.134464555317976,0.008707878877297176,-1.0153683556484467
71,-14.342458866534873,0.00870652545473844,-1.0145405597853907
72,-14.28714616195491,0.0087481224641549,-1.0137946565469802
73,-14.303410049625445,0.008730133652754293,-1.0134264914150948
74,-14.249615544046147,0.008726229156756325,-1.0128319733181792
75,-14.222315560814293,0.008720654313582106,-1.012386234239483
76,-13.694895654784093,0.00870776820823695,-1.0120049252510144
77,-14.202165682151918,0.008751696920598202,-1.011526636316112
78,-14.056580207658547,0.00873567956108506,-1.0109389767283536
79,-14.268843424630466,0.008740974992615183,-1.0081745620412383
80,-12.764528602670527,0.008826942667734722,-0.9978839987496849
81,-13.827568906551196,0.008812614785528772,-0.9974696192636743
82,-13.190168828780589,0.008847002624854335,-0.9970217590956112
83,-13.439208897055956,0.008828655656162601,-0.99674850926234
84,-13.951954799186195,0.00882009436187195,-0.996701270720505
85,-13.721588356628736,0.008828684652243058,-0.9950777494794935
86,-15.448452529995272,0.009072213786298586,-0.9897784236580524
87,-14.882432904334092,0.009096694240015496,-0.9888496817360666
88,-14.00688763943812,0.009127731217297699,-0.9878989843137689
89,-14.52340011569753,0.009128126713794395,-0.9924304647945927
90,-15.2462758665155,0.00917109123288684,-0.9918522897897213
91,-15.360775554314081,0.00919304028664625,-0.9911317705212228
92,-15.033174443972483,0.00920415562382722,-0.9905501262483957
93,-15.264402397016212,0.009186048766908312,-0.9904899402370245
94,-14.924410224236944,0.00916948424230624,-0.9901891795624151
95,-15.28536608146775,0.009152193385016797,-0.9911837548068905
96,-14.554097909284298,0.009150056304191708,-0.9913464544985018
97,-14.241266042689087,0.009133002593700687,-0.9911244506266887
98,-15.45155953751252,0.009117627509539416,-0.9921541994596189
99,-15.505666378538852,0.009105959731312365,-0.9922059784074251
100,-19.173984893371,0.00947256559316923,-0.9912451216381717
