iter,max_ei,median_sigma,mll
1,-8.303779214692835,0.006404121702286924,-0.9225501429145289
2,-7.572301600130137,0.006681913145677492,-0.9523801376174488
3,-9.361510554643889,0.0070153854438765656,-0.9757440902082078
4,-10.351809653980201,0.007953630834823772,-1.0270104011925032
5,-8.863633215843379,0.0080689977617697,-1.0385014103990047
6,-10.771376175734462,0.008211974237108326,-1.047099186954931
7,-7.428746034911198,0.007754616895531792,-1.0067053819450174
8,-10.928214389846515,0.008172751310731112,-1.0482194161273153
9,-13.582328210031474,0.00815774125486046,-1.064305140470277
10,-14.114789263899329,0.008135123066038006,-1.06352549064018
11,-12.77115306442104,0.008157838527308562,-1.0595904367038427
12,-13.574629780654213,0.008143235485249372,-1.0558001620936954
13,-14.00142812961629,0.00815534797089656,-1.0520579389752853
14,-14.179829969197801,0.008167540372555722,-1.0527697764176729
15,-13.500364486516212,0.008142645358426131,-1.0484097695127967
16,-13.095539791618993,0.008197464852509712,-1.04700777567891
17,-13.890840948457324,0.00821080655313544,-1.0617948041771925
18,-14.227861167060201,0.008229850191100185,-1.0697320252571225
19,-14.22183771496719,0.008244669786235004,-1.0668110282729246
20,-14.30667936818184,0.008221424068121487,-1.0648779154210037
21,-14.187714195764125,0.008277723923273098,-1.0638113260144468
22,-14.198511423527393,0.008255681664850403,-1.0623455523935823
23,-14.185029356883115,0.008231742669065253,-1.0647469518708348
24,-14.274680835445192,0.008207788826568842,-1.0636281081136232
25,-14.244725148424774,0.008245644113424131,-1.0610302307228572
26,-14.206492623777866,0.008271464480340917,-1.0567796914889023
27,-14.117897219038788,0.008257256395705561,-1.0541797661828487
28,-14.199080917154681,0.008265984674912403,-1.052423067472872
29,-14.251025683524347,0.008245107393828239,-1.052971876369916
30,-14.10761035285148,0.00831303326095018,-1.0491789094389639
31,-14.083161165829086,0.008290289868450953,-1.0476155965621334
32,-14.007221390712555,0.008376103692193534,-1.0546131790344053
33,-13.452887348398786,0.008416946478225761,-1.0526155510954038
34,-13.961918461217287,0.00840221934717875,-1.0519481862866253
35,-13.854455730117522,0.008380096168446803,-1.0507341152027247
36,-14.058951488063364,0.008359032727858352,-1.0495927600868613
37,-14.080681415413867,0.008336778264166383,-1.0488627850920103
38,-13.993642778542878,0.008329684309663134,-1.0614013151411434
39,-14.023794828099156,0.00831066025361862,-1.060715250800758
40,-13.951370713235793,0.008289834615624615,-1.0600404309064686
41,-14.097161853333763,0.008270289567968415,-1.0593699013484275
42,-14.127554875381712,0.008263124402236584,-1.058685641714909
43,-14.072567791373999,0.008271285541145187,-1.05816638229258
44,-14.168940595972176,0.008253572282104929,-1.058178333751927
45,-14.098567622137011,0.008276907601665908,-1.0574568892519527
46,-13.976756866924827,0.0083266501573593,-1.056687944737477
47,-14.013305747684704,0.008311127760308798,-1.056049806387542
48,-13.760207954478865,0.008433266787742791,-1.0551452587971941
