iteration,bestp_stance_freq,bestp_swing_freq,bestp_a_param,bestp_lambda_cpl,bestp_A_front,bestp_A_back,bestp_A_hip,candidate_speed,best_speed,max_ei,median_sigma,mll
0,5.266724615007941,3.335217560899169,17.165282396889435,0.7128330559920315,1.947605947228919,1.5679849909060966,0.9981994233554012,0.0269999301897819,0.0269999301897819,,,
1,5.070950388908386,3.0364465713500977,14.869689643383026,0.779660165309906,1.6609725952148438,1.2571394443511963,1.000709056854248,-0.0012360299839728,0.0269999301897819,-6.3943543383170205,0.0060395684507765,-1.3859767175828204
2,5.290387988090515,3.229226946830749,17.46094584465027,0.720260500907898,2.0,1.636009693145752,0.9094614386558532,0.0024893783909659,0.0269999301897819,-7.479468951145218,0.0069182087264148,-1.4410077945322153
3,5.276585698127747,3.3864201307296757,17.291302382946014,0.705162525177002,1.9601231813430784,1.5781631469726562,1.017409324645996,0.0039890495228369,0.0269999301897819,-10.402248892566124,0.0075886083582539,-1.5163867265383244
4,4.745828032493591,5.450580596923828,18.830370008945465,0.3432372808456421,0.0944393426179885,0.5896533727645874,0.3039866685867309,0.0026208413179885,0.0269999301897819,-12.785082332551218,0.0074715603178151,-1.7033015438766117
5,3.1025315523147583,4.90314531326294,9.772611409425735,0.66508948802948,1.1005250215530396,0.2923842072486877,1.1535381078720093,0.0028603655880411,0.0269999301897819,-12.978395516282443,0.0073673761729391,-1.680768501896095
6,1.5415581464767456,4.034252285957336,6.379985809326172,0.909454345703125,0.551753044128418,0.8015775680541992,0.2140617370605468,0.0028158091374588,0.0269999301897819,-13.170366020872311,0.0072654791162079,-1.6595417822367171
7,0.3184182643890381,3.247370481491089,13.05094987154007,0.8108709454536438,1.6535910367965698,1.671758055686951,1.3560872077941897,-0.0006520408173607,0.0269999301897819,-13.359755022670988,0.0071680074447633,-1.639507028600305
8,4.344464063644409,0.9460521340370178,5.43157771229744,0.6385265588760376,0.1098637729883194,1.197815179824829,1.6050026416778564,-0.0002056545796687,0.0269999301897819,-13.515595488261656,0.0071217584277594,-1.6204303690691384
9,4.055514335632324,4.683637619018555,12.229935079813004,0.6207478046417236,1.0903456211090088,0.4954154789447784,0.9737755060195924,0.0005574871948197,0.0269999301897819,-13.679237642463049,0.007066721772941,-1.6023928403443073
10,4.516555309295654,3.757160782814026,10.210583060979843,0.8956770300865173,0.928982138633728,0.90237295627594,1.514645218849182,-0.0013612648779673,0.0269999301897819,-13.854575503447675,0.0070002736735884,-1.5853263308562409
11,2.4630028009414677,2.365078568458557,10.068076401948929,0.3149527907371521,1.9579992294311523,1.2818806171417236,1.633891463279724,0.0083371223717167,0.0269999301897819,-13.992482069029624,0.0069677968021904,-1.5690206988321762
