iteration,bestp_stance_freq,bestp_swing_freq,bestp_a_param,bestp_lambda_cpl,bestp_A_front,bestp_A_back,bestp_A_hip,candidate_speed,best_speed,max_ei,median_sigma,mll
0,5.716651653371047,5.463931643390773,14.607363023895594,0.8019680639230135,1.841619997234686,1.0862150530350718,1.243891066001722,0.022571366694162,0.022571366694162,,,
1,6.0,2.668274939060211,12.07227036356926,0.8138260245323181,0.8304603695869446,1.8122246265411377,0.0,0.0262161534781127,0.0262161534781127,-6.7197293638282645,0.0056975010439574,-1.2808540193094438
2,6.0,4.020688533782959,14.944213926792145,0.8776852488517761,1.8241276741027832,1.9448726177215576,0.9096943736076356,0.0032744936743168,0.0262161534781127,-7.143816510048693,0.0052941542734396,-1.155118859467174
3,6.0,2.8905519247055054,9.746847003698347,0.5398918390274048,0.5615503191947937,1.5982086658477783,0.0,0.0279410052034061,0.0279410052034061,-7.950654427759542,0.0063660861330387,-1.2658257394437673
4,5.893438696861267,3.167129874229431,13.186067044734957,0.4565196335315704,0.3990181088447571,1.927398681640625,0.0,0.0332119873624368,0.0332119873624368,-7.97200977708863,0.0062753934804188,-1.1790966765845423
5,6.0,3.588021039962769,12.629630267620088,1.0,0.2145326435565948,2.0,0.0,0.0285271620999016,0.0332119873624368,-8.009051389921806,0.0061962629188879,-1.0831079735528908
6,6.0,3.586893081665039,16.33723795413971,0.0,0.4664979875087738,1.9293094873428345,0.0,0.0100731807016581,0.0332119873624368,-9.022555627326298,0.0061604397648257,-1.0308452475419605
7,6.0,2.981089174747467,11.259499788284302,0.6424605846405029,0.1372566074132919,2.0,0.0,0.0293595751729543,0.0332119873624368,-8.287443123494686,0.0074261397584763,-1.133376135408655
8,6.0,3.62126898765564,15.444183051586151,0.70345538854599,0.4259089231491089,2.0,0.0,0.0142070353534619,0.0332119873624368,-9.39593187487175,0.0074558536100918,-1.090373415083035
9,6.0,3.629290938377381,11.817725598812103,0.0,0.4505659937858581,1.2293026447296145,0.0,0.0183289142727057,0.0332119873624368,-7.632225230163747,0.0078878530414627,-1.0781699914035816
10,5.468124032020569,3.561797261238098,11.154678165912628,0.0,0.528832733631134,2.0,0.0,0.0042880109417099,0.0332119873624368,-9.128616404964855,0.0084657462601119,-1.1363996843425583
11,6.0,3.040045022964477,12.53246545791626,0.3726868331432342,0.0,1.484521746635437,0.0985555574297905,0.0201644525330822,0.0332119873624368,-7.879286515430467,0.0094167843026199,-1.2017818172897965
12,6.0,2.5020400285720825,10.04764199256897,0.4614824652671814,0.6447423100471497,2.0,0.0,0.0085748629685897,0.0332119873624368,-7.1138079239604775,0.0095291272039816,-1.1926619424087153
13,6.0,2.135524034500122,12.641042172908785,0.685674786567688,0.1794622838497162,1.821639060974121,0.0,0.0140299599685559,0.0332119873624368,-6.489673390850302,0.0102049781298072,-1.2498213104556457
14,5.761981844902039,3.389477849006653,11.567528694868088,0.7012518048286438,0.5917520523071289,1.7687419652938845,0.0,0.0170298491834495,0.0332119873624368,-8.267820454655704,0.0104955112386069,-1.2801294961632457
15,6.0,3.239333152770996,20.0,0.4881067872047424,0.9445927143096924,2.0,0.2066572308540344,0.0343588847730398,0.0343588847730398,-7.310025652313151,0.0101406020179278,-1.2097069770113646
16,6.0,3.419317960739136,5.038245492614806,0.447006493806839,1.4580645561218262,2.0,0.0,0.0373139593259378,0.0373139593259378,-7.817826611900132,0.0102585949787117,-1.1603645187967022
17,6.0,3.634873509407044,8.487792387604713,0.4327031672000885,0.0627389252185821,2.0,0.0,0.0314679730265918,0.0373139593259378,-9.109031388124386,0.0103656322233126,-1.1049580283881
18,5.251997709274292,3.369321227073669,5.0,0.4588102698326111,2.0,2.0,0.0,0.0034464837886677,0.0373139593259378,-8.836800565203394,0.0105024523179035,-1.0785835925789018
19,6.0,3.3550379276275635,20.0,0.4783399105072021,2.0,2.0,0.0,-0.0103501290648341,0.0373139593259378,-9.71904705118006,0.0119059704309635,-1.2035319243475373
20,6.0,3.1172776222229004,11.30508840084076,0.6860238313674927,1.198367476463318,1.8988407850265503,0.0236070491373538,0.0307883405049557,0.0373139593259378,-5.748604284036259,0.0112051708726064,-1.1087778578661365
21,6.0,3.2146832942962646,5.018495142576285,0.5450234413146973,0.2731458842754364,1.4172471761703491,0.0,0.012735535462271,0.0373139593259378,-7.268483283280155,0.0114267977800259,-1.1125677889526862
22,6.0,2.986168920993805,20.0,1.0,0.6970860362052917,1.8829013109207156,0.1930202692747116,0.0212690074896584,0.0373139593259378,-6.969858534271954,0.011944941561928,-1.1396859063967832
23,6.0,3.033404231071472,16.599203050136566,0.2562906742095947,0.9930021166801452,1.6347123384475708,0.1611822694540023,0.0301954642287949,0.0373139593259378,-7.847704045401299,0.0119916883139997,-1.1652331898005992
24,6.0,3.506114959716797,8.689458519220352,0.0399207659065723,1.368901610374451,2.0,0.0,0.0390934951343855,0.0390934951343855,-8.187849457087037,0.0121870007595565,-1.1558993871624774
25,6.0,3.5116353034973145,14.282797276973724,0.973545491695404,1.394813060760498,2.0,0.0,0.027206013538945,0.0390934951343855,-7.870791809157934,0.0124785791450178,-1.1155879005049434
26,6.0,3.361710548400879,16.361011266708374,0.0,1.128729224205017,2.0,0.5371652245521545,0.0204410603411536,0.0390934951343855,-8.28141448056838,0.0126155688114661,-1.1242597077800025
27,6.0,3.1849400997161865,5.0,0.0,1.3639556169509888,2.0,0.0,0.0403565762235102,0.0403565762235102,-8.04537581991273,0.0126357174790244,-1.1144732021107733
28,6.0,3.380270004272461,5.0,0.0,1.3713470697402954,1.7463206052780151,0.0,0.0192957847285003,0.0403565762235102,-8.775823499188784,0.0129156001637251,-1.0772063419833018
29,3.1888543367385864,3.3537325859069824,5.0,0.0,1.358872890472412,2.0,0.0,-0.0081423544302359,0.0403565762235102,-8.085179984417522,0.0130095278537665,-1.097347092983683
30,6.0,3.419356226921081,5.0,0.0,1.1993999481201172,2.0,0.0,0.0268019889424624,0.0403565762235102,-8.337318563079336,0.0134321703234599,-1.1274640480532148
31,5.630526781082153,3.182950258255005,20.0,1.0,0.9746599197387696,1.8306430578231807,0.0,0.0281438745837025,0.0403565762235102,-8.263540733013736,0.01338698062151,-1.109546005877459
32,5.548807740211487,2.99277001619339,15.508759915828705,0.5416625738143921,0.3062829077243805,1.8007800579071045,0.1164559051394462,0.0278244719619887,0.0403565762235102,-8.315849772174627,0.0134861829104549,-1.123481313575278
33,6.0,3.164407253265381,6.157880574464798,0.2322594672441482,0.2754731476306915,1.9269055128097532,0.0,0.0328584910381059,0.0403565762235102,-8.814422077774877,0.0135243181575958,-1.125299164691189
34,6.0,2.7882338762283325,20.0,0.3907593786716461,1.0219054222106934,1.9542165994644165,0.0,0.0245186808048099,0.0403565762235102,-8.68133715757369,0.0136199813966247,-1.0920147356543652
35,6.0,3.19805109500885,18.028566539287567,0.0,1.4413946866989136,2.0,0.0,0.0423508805058545,0.0423508805058545,-8.253187623598325,0.0135719326115953,-1.0881645107977749
36,5.531718134880066,3.2542566061019897,16.634243428707123,0.0909463614225387,1.420374035835266,2.0,0.0,0.0433809949670756,0.0433809949670756,-9.189428019731672,0.013932986306292,-1.0646209505208977
37,5.675212740898132,3.2497150897979736,8.046513572335243,0.0,1.4516823291778564,2.0,0.5257694721221924,0.0438063934450125,0.0438063934450125,-9.373807424679027,0.0142514279973942,-1.0452159576045943
