iter,max_ei,median_sigma,mll
1,-7.7768880854691655,0.006634974724673125,-0.8314787696583745
2,-9.193137067321839,0.007142412928306162,-0.8666642903414722
3,-9.297487902916078,0.007767129100160898,-0.9150870202347032
4,-11.202209223370978,0.008606051621214443,-0.9594017547547988
5,-16.648584884260544,0.008945685589344683,-0.9905602187186219
6,-16.73122421600722,0.008931088383045864,-0.9905586829460816
7,-15.340157683548036,0.009056819088798343,-0.9935350698877075
8,-15.425199010228484,0.009151049437672169,-0.9929851883010755
9,-15.101300266886842,0.009137765653967324,-0.9926434029589116
10,-17.135400012415783,0.009131829205493975,-0.9922501392002333
11,-16.24990143345512,0.009135226105844238,-0.9900676452541248
12,-16.972778751140325,0.009123212438288699,-0.989814871096302
13,-15.549679536263303,0.009151564215436345,-0.9892093251067207
14,-17.007994491431468,0.009139639829263755,-0.989355013840894
15,-15.93628843836855,0.009126764319938271,-0.9853095881264774
16,-17.414807532501396,0.00921980636219374,-0.9970401287157281
17,-17.446081389471285,0.009205205577912384,-0.9968324830903326
18,-17.23336421676936,0.009204184232140429,-0.9966034073517335
19,-17.383761592011655,0.009190883634686547,-0.996398567797962
20,-17.430135251271953,0.0091767532660389,-0.9961947399987928
21,-16.905379535138064,0.009164046082378696,-0.989733354002502
22,-17.5354554021919,0.009156281201470556,-0.9957176568159897
23,-17.570196977424786,0.009147267403948804,-0.9955098306852332
24,-17.32817141697278,0.009133954212196675,-0.9888403169157302
25,-16.2261808271097,0.009158837899065483,-0.988357533761013
26,-15.380250112637253,0.009145880146855495,-0.985853534016245
27,-15.087731827261077,0.009133504313102338,-0.9831625237986635
28,-17.50267609175585,0.00912579264064007,-0.9925968573942786
29,-16.914856608966662,0.009189558844537185,-0.9883753094155924
30,-16.932578162678197,0.00928290598202923,-0.987840937431846
31,-15.741355084476023,0.009299018432974131,-0.9873926260686431
32,-16.696280418464738,0.009287486375734687,-0.9869395905228489
33,-16.844677287236625,0.009313564038962099,-0.9863265910066197
34,-16.45457996098945,0.009308208621603049,-0.9861283547212184
35,-17.020794793666433,0.00929623125036266,-0.9858226041398453
36,-13.402822005177514,0.0092827654717447,-0.9730152530665418
37,-16.82185559043154,0.009274737328255329,-0.9854553701425508
38,-17.158984250594774,0.009276981625393787,-0.9914411404084458
39,-15.772718390077786,0.009352852717707217,-0.9780881572781928
40,-15.293590677807511,0.009365414607423656,-0.9772339512726455
41,-14.48391773272136,0.009441784882207812,-0.9755024610325683
42,-14.260423437020702,0.009430167715634239,-0.9753722891330319
43,-14.050504394826842,0.00942886209440827,-0.9751300358595764
44,-14.664990847769534,0.009432959825520093,-0.975590376925425
45,-15.851094904230084,0.009431792622881772,-0.9754087484342915
46,-14.57275971448333,0.009426079278790788,-0.97503772093275
47,-15.423530476663398,0.00950860562107256,-0.9743882757192949
48,-15.604491399950415,0.009500390339833374,-0.9745393950890977
49,-12.01934861887521,0.009508220468031523,-0.9605097856407862
50,-16.565490281319246,0.009496160712154061,-0.9817470137985632
51,-15.993772776803903,0.009482778490045033,-0.9821198934648435
52,-15.74526508808415,0.009473076676516713,-0.981973095679215
53,-16.413658403860495,0.009464745165016088,-0.9818121684445811
54,-16.72418818046522,0.00946084093252785,-0.9904781908172691
55,-16.74532276667295,0.009450253984313923,-0.9903065107016024
56,-16.77695030029355,0.00943801656936322,-0.990138674086
57,-16.77770216804464,0.009425022480516312,-0.9899729230210513
58,-16.817823836290774,0.009414301256509423,-0.9898041706458176
59,-16.801321067678373,0.009412319334107484,-0.9896207132985999
60,-16.836962353890414,0.009401099391536664,-0.9894554813767718
61,-16.784284607870013,0.009409426570318432,-0.989256591761156
62,-16.824940844337718,0.009397047795326635,-0.9896192017787299
63,-16.807009940228838,0.009398476555772339,-0.9894360058603383
64,-16.631937861360434,0.00939549022363524,-0.9807417303852365
65,-16.470337199239623,0.009391996538820797,-0.9805160929387637
66,-12.88151420277103,0.00941924233552614,-0.9558121839438259
67,-13.742156836038578,0.009508746627913511,-0.9547386227748466
68,-13.168653093432527,0.009505273543050126,-0.9560486834774603
69,-16.267061001618004,0.009495776179501987,-0.9595557071760088
70,-15.700774536828675,0.009483835123870426,-0.9654381221661693
71,-15.858294768417172,0.009477789711856598,-0.9652527828615506
72,-16.201973324603642,0.009466472861903734,-0.9701687348635311
73,-15.88850541540587,0.00949154285063692,-0.9689375112490194
74,-15.045657047624436,0.00948049955593221,-0.9686041423997098
75,-16.358956974321597,0.009469953102483022,-0.9684914037031966
76,-15.411988274595886,0.009462341570113561,-0.9685321559384407
77,-16.068293373510034,0.009451582568872897,-0.9710282811594746
78,-15.49429338679693,0.009439359165474179,-0.9694967261359988
79,-16.65050388074144,0.00943716064043423,-0.9779392992667614
80,-15.600127510333449,0.009576253281485663,-0.9775234041068924
81,-16.22419193832344,0.009583703736442618,-0.9767337551307024
82,-16.29256297761849,0.00957476845486691,-0.9766163123029238
83,-15.81960989496033,0.009565474164061333,-0.976502510417589
84,-16.321888729136894,0.009567359046259785,-0.9760388047287294
85,-16.39370884844914,0.009554904932090687,-0.9759244603174991
86,-16.252230987309567,0.00954699495479714,-0.9754515639067637
87,-15.802432375018704,0.009540350716446972,-0.9751412547807227
88,-16.429367197707812,0.009540930971226276,-0.9763145144858364
89,-16.251748501336202,0.009534128221640995,-0.9761906247847744
90,-16.249249659009163,0.009540466903119918,-0.9760436895349149
91,-16.451407025888887,0.009528532779318036,-0.9758560121649497
92,-15.993466920014617,0.009520623207742156,-0.9757341295533607
93,-16.44108362312163,0.009511334516994829,-0.9756152702747308
94,-16.331421457933807,0.009500062961858081,-0.975506418456626
95,-15.959055046275964,0.009487970544008665,-0.9753979101597435
96,-16.227285717326147,0.009484639358574187,-0.9752495903186051
97,-16.227776691924053,0.009483080959294237,-0.9748688527035945
98,-12.9529792258308,0.009471776895882966,-0.975116416084899
99,-16.04549865583303,0.009464067442799682,-0.9749172600225103
100,-16.518397029204085,0.009461879424733517,-0.9747283017788241
