,stance_freq,swing_freq,a_param,lambda_cpl,A_front,A_back,A_hip,candidate_speed,best_speed,max_ei,median_sigma,mll
0,2.357696451874574,2.862096647687556,17.427474674172764,0.420986474353791,1.7700371868710971,1.5399033643416695,0.239732933750719,0.043746363642809,0.043746363642809,-7.7768880854691655,0.006634974724673125,-0.8314787696583745
1,2.519084930419922,2.8029096722602844,17.81181812286377,0.43906739354133606,1.6975386142730713,1.5699588060379028,0.22547926008701324,0.030441340068097286,0.043746363642809,-9.193137067321839,0.007142412928306162,-0.8666642903414722
2,2.24261212348938,2.923551321029663,17.33822226524353,0.4224150478839874,1.8243129253387451,1.5161383152008057,0.26763293147087097,0.021661114053834193,0.043746363642809,-9.297487902916078,0.007767129100160898,-0.9150870202347032
3,2.466903805732727,2.7659831643104553,17.38642156124115,0.44812244176864624,1.755445122718811,1.540763020515442,0.2305322140455246,0.028718339947240608,0.043746363642809,-11.202209223370978,0.008606051621214443,-0.9594017547547988
4,2.4008967876434326,2.8601269125938416,17.413254380226135,0.4132467806339264,1.7510743141174316,1.5412101745605469,0.25669392943382263,0.0278712547567919,0.043746363642809,-16.648584884260544,0.008945685589344683,-0.9905602187186219
5,5.833013892173767,2.0214609503746033,12.840177416801453,0.6109256148338318,0.907965362071991,0.173956960439682,0.4270581901073456,0.0059815797402022015,0.043746363642809,-16.73122421600722,0.008931088383045864,-0.9905586829460816
6,2.363500714302063,2.8516153693199158,17.464464902877808,0.4251340329647064,1.76719069480896,1.5438599586486816,0.22865578532218933,0.03293499152731124,0.043746363642809,-15.340157683548036,0.009056819088798343,-0.9935350698877075
7,3.7591456174850464,3.7183746099472046,12.651989161968231,0.6623049974441528,1.9103964567184448,1.6954693794250488,1.3826640844345093,0.02991779095456828,0.043746363642809,-15.425199010228484,0.009151049437672169,-0.9929851883010755
8,2.12440949678421,1.7264068722724915,10.741377919912338,0.576874315738678,1.4248837232589722,0.5613203644752502,0.3638938367366791,0.008350851622665464,0.043746363642809,-15.101300266886842,0.009137765653967324,-0.9926434029589116
9,3.075702667236328,1.261636108160019,16.22374027967453,0.9616618752479553,1.8386493921279907,0.8746930956840515,0.5167263150215149,0.01241880307448394,0.043746363642809,-17.135400012415783,0.009131829205493975,-0.9922501392002333
10,4.736746430397034,4.825662732124329,12.205708920955658,0.16671188175678253,1.4875104427337646,1.519492506980896,0.5169795751571655,-0.004791229050150404,0.043746363642809,-16.24990143345512,0.009135226105844238,-0.9900676452541248
11,5.870049834251404,1.7093093991279602,6.686551012098789,0.6070204973220825,1.6302294731140137,0.03086194023489952,0.48693546652793884,0.009257263284430165,0.043746363642809,-16.972778751140325,0.009123212438288699,-0.989814871096302
12,5.11290979385376,3.8238186836242676,16.397736072540283,0.7829747200012207,1.9924558401107788,0.4413318932056427,0.36263608932495117,0.02098990186419473,0.043746363642809,-15.549679536263303,0.009151564215436345,-0.9892093251067207
13,4.752816796302795,4.005588412284851,8.500703647732735,0.8797021508216858,1.724271535873413,0.4979906678199768,1.5322623252868652,0.001413950236772222,0.043746363642809,-17.007994491431468,0.009139639829263755,-0.989355013840894
14,5.236391186714172,3.3256444931030273,17.29592204093933,0.7133128046989441,1.1546127796173096,1.4620221853256226,1.0010520219802856,0.002215549262065656,0.043746363642809,-15.93628843836855,0.009126764319938271,-0.9853095881264774
15,2.3068385124206543,2.86383855342865,17.193022668361664,0.41083717346191406,1.795151710510254,1.5303951501846313,0.2333618849515915,0.03028520520440658,0.043746363642809,-17.414807532501396,0.00921980636219374,-0.9970401287157281
16,4.065100908279419,5.426703214645386,6.629331558942795,0.9875538945198059,0.8985347747802734,0.5815203189849854,0.05524266138672829,0.005953348074835858,0.043746363642809,-17.446081389471285,0.009205205577912384,-0.9968324830903326
17,3.098019003868103,1.658319354057312,6.387780643999577,0.45676007866859436,1.5561102628707886,0.8936513066291809,1.0753387212753296,0.014331342565895985,0.043746363642809,-17.23336421676936,0.009204184232140429,-0.9966034073517335
18,4.43997859954834,2.555556893348694,15.828226208686829,0.88893723487854,0.789966344833374,0.20753706991672516,1.6111924648284912,0.0027890660609965565,0.043746363642809,-17.383761592011655,0.009190883634686547,-0.996398567797962
19,4.811691999435425,0.9822172522544861,19.45072650909424,0.3066512942314148,1.54689359664917,0.6252985596656799,1.8346234560012817,0.0068546767004887795,0.043746363642809,-17.430135251271953,0.0091767532660389,-0.9961947399987928
20,3.510011672973633,0.7032836973667145,9.580741375684738,0.7403072714805603,1.875809669494629,1.3283852338790894,1.1651928424835205,0.002318637118197578,0.043746363642809,-16.905379535138064,0.009164046082378696,-0.989733354002502
21,5.888746619224548,1.7535223960876465,13.025632500648499,0.6116363406181335,1.5377384424209595,1.3147354125976562,0.474604070186615,0.011665995013870554,0.043746363642809,-17.5354554021919,0.009156281201470556,-0.9957176568159897
22,5.164622068405151,2.313120424747467,19.0292888879776,0.36809539794921875,1.7972190380096436,1.3560280799865723,1.858083724975586,-9.119484498466702e-05,0.043746363642809,-17.570196977424786,0.009147267403948804,-0.9955098306852332
23,5.706875681877136,0.2462395280599594,12.615415453910828,0.3829559087753296,1.6207307577133179,1.257807731628418,0.29558414220809937,0.0031503727789916405,0.043746363642809,-17.32817141697278,0.009133954212196675,-0.9888403169157302
24,4.108168244361877,3.6734458208084106,15.419199168682098,0.616428017616272,1.7052332162857056,0.24537277221679688,1.4358586072921753,0.020654043087598772,0.043746363642809,-16.2261808271097,0.009158837899065483,-0.988357533761013
25,3.9718655347824097,4.566761255264282,19.97160166501999,0.5288349986076355,1.23058021068573,1.2206751108169556,1.6883618831634521,0.002840182518599807,0.043746363642809,-15.380250112637253,0.009145880146855495,-0.985853534016245
26,2.7759286165237427,3.8911643028259277,16.932834088802338,0.7825286388397217,1.6476705074310303,0.1969178169965744,0.33668023347854614,0.008675368968820459,0.043746363642809,-15.087731827261077,0.009133504313102338,-0.9831625237986635
27,3.4635958671569824,2.8352783918380737,13.363791108131409,0.9753624200820923,1.825087308883667,0.9636208415031433,0.5171542167663574,-0.0006361861617930175,0.043746363642809,-17.50267609175585,0.00912579264064007,-0.9925968573942786
28,2.4009279012680054,4.436721682548523,9.98525157570839,0.040198273956775665,1.74949049949646,0.3650341331958771,1.9089808464050293,-0.016121520320927715,0.043746363642809,-16.914856608966662,0.009189558844537185,-0.9883753094155924
29,5.862384796142578,5.425901412963867,14.816313683986664,0.9076744914054871,1.8641093969345093,1.1102771759033203,1.233333945274353,0.030948317054870163,0.043746363642809,-16.932578162678197,0.00928290598202923,-0.987840937431846
30,2.661396324634552,2.2266746163368225,13.892021775245667,0.3013130724430084,1.5478324890136719,1.2076830863952637,1.4448788166046143,0.019101460258548,0.043746363642809,-15.741355084476023,0.009299018432974131,-0.9873926260686431
31,2.7536416053771973,3.530440092086792,8.942714482545853,0.3230099380016327,0.26279255747795105,1.0307419300079346,0.15923011302947998,0.009505835313436179,0.043746363642809,-16.696280418464738,0.009287486375734687,-0.9869395905228489
32,5.1657339334487915,3.5169496536254883,16.41952097415924,0.6756927371025085,1.9415298700332642,0.24311551451683044,0.37243297696113586,0.021278649103698973,0.043746363642809,-16.844677287236625,0.009313564038962099,-0.9863265910066197
