,best_speed
0,0.043746363642809
1,0.043746363642809
2,0.043746363642809
3,0.043746363642809
4,0.043746363642809
5,0.043746363642809
6,0.043746363642809
7,0.043746363642809
8,0.043746363642809
9,0.043746363642809
10,0.043746363642809
11,0.043746363642809
12,0.04888697117968493
13,0.04888697117968493
14,0.04888697117968493
15,0.04888697117968493
16,0.04888697117968493
17,0.04888697117968493
18,0.04888697117968493
19,0.051241756348181525
20,0.051241756348181525
21,0.05145732093902079
22,0.05478691677551398
23,0.05576333157234007
24,0.05576333157234007
25,0.05576333157234007
26,0.05576333157234007
27,0.05576333157234007
28,0.05576333157234007
29,0.05576333157234007
30,0.05576333157234007
31,0.05576333157234007
32,0.05576333157234007
33,0.05576333157234007
34,0.05576333157234007
35,0.05576333157234007
36,0.05576333157234007
37,0.05576333157234007
38,0.057078735342430596
39,0.057078735342430596
40,0.057078735342430596
41,0.057078735342430596
42,0.057078735342430596
43,0.057078735342430596
44,0.057078735342430596
45,0.057078735342430596
46,0.057078735342430596
47,0.057078735342430596
48,0.057078735342430596
49,0.057078735342430596
50,0.057078735342430596
51,0.057078735342430596
52,0.057078735342430596
53,0.057078735342430596
54,0.057078735342430596
55,0.057078735342430596
56,0.057078735342430596
57,0.057078735342430596
58,0.057078735342430596
59,0.057078735342430596
60,0.057078735342430596
61,0.057078735342430596
62,0.057078735342430596
63,0.057078735342430596
64,0.057078735342430596
65,0.057078735342430596
66,0.057078735342430596
67,0.057331182460750675
68,0.057331182460750675
69,0.057331182460750675
70,0.057331182460750675
71,0.057331182460750675
72,0.057331182460750675
73,0.057331182460750675
74,0.057331182460750675
75,0.057331182460750675
76,0.057331182460750675
77,0.057331182460750675
78,0.057331182460750675
79,0.057331182460750675
80,0.057331182460750675
81,0.057331182460750675
82,0.057331182460750675
83,0.057331182460750675
84,0.057331182460750675
85,0.057331182460750675
86,0.057331182460750675
87,0.057331182460750675
88,0.057331182460750675
89,0.057331182460750675
90,0.057331182460750675
91,0.057331182460750675
92,0.057331182460750675
93,0.057331182460750675
94,0.057331182460750675
95,0.057331182460750675
96,0.057331182460750675
97,0.057331182460750675
98,0.057331182460750675
99,0.057331182460750675
100,0.0575976395497085
