,stance_freq,swing_freq,a_param,lambda_cpl,A_front,A_back,A_hip
0,2.357696451874574,2.862096647687556,17.427474674172764,0.420986474353791,1.7700371868710971,1.5399033643416695,0.239732933750719
1,3.243801712989807,2.516378939151764,17.258808314800262,0.39622408151626587,1.5437768697738647,1.5833165645599365,0.1980854868888855
2,2.451968014240265,3.2341110706329346,18.573976755142212,0.542264461517334,1.826829433441162,1.5350961685180664,0.29081103205680847
3,1.8475411534309387,2.765289008617401,16.672341525554657,0.31183862686157227,1.7916693687438965,1.621996521949768,0.21748578548431396
4,2.2629502415657043,2.797181010246277,17.652207911014557,0.46266970038414,1.726320505142212,1.3642654418945312,0.6612642407417297
5,2.101728916168213,2.605096220970154,19.163568317890167,0.4476648271083832,1.8521586656570435,1.5586562156677246,0.02472580596804619
6,2.550334095954895,2.222437620162964,16.835815906524658,0.3388819992542267,1.6958304643630981,1.3978772163391113,0.2398848682641983
7,5.074012756347656,3.198410153388977,11.851966679096222,0.1321018934249878,1.437422513961792,1.4668322801589966,0.4427560269832611
8,3.426038146018982,2.932619869709015,18.52560132741928,0.5071333050727844,1.6241179704666138,1.5405879020690918,0.2285137176513672
9,2.6004316806793213,2.87630957365036,17.6332089304924,0.49797141551971436,1.8675528764724731,1.4538993835449219,0.30729979276657104
10,3.200896739959717,2.997918963432312,15.923319458961487,0.5260053873062134,1.747397780418396,1.473520278930664,0.2554103136062622
11,2.478405475616455,2.841030478477478,20.0,0.39079374074935913,1.8166217803955078,1.528119444847107,0.22639359533786774
12,2.7142871618270874,2.4311168789863586,15.708568394184113,0.21243971586227417,1.7150068283081055,1.5367348194122314,0.44881272315979004
13,2.035918951034546,2.889623701572418,16.352514028549194,0.34896644949913025,1.7076005935668945,1.5376222133636475,0.2943744659423828
14,4.588800430297852,2.5906317830085754,12.93994128704071,0.17655710875988007,1.5013593435287476,1.501049280166626,0.5381335020065308
15,0.9892997145652771,2.7714807987213135,17.261299192905426,0.32990938425064087,1.8161803483963013,1.5576900243759155,0.0687142163515091
16,2.2393757700920105,3.1744190454483032,17.271457612514496,0.40090978145599365,1.7197402715682983,1.6676194667816162,0.034482747316360474
17,2.3030000925064087,2.7487038373947144,17.261566519737244,0.37068313360214233,1.8087120056152344,1.5418094396591187,0.43773388862609863
18,5.06071937084198,2.305727005004883,12.368504703044891,0.18914131820201874,1.500537633895874,1.5374839305877686,0.4478537142276764
19,2.8175822496414185,2.9158363938331604,17.3200324177742,0.42536836862564087,1.7339524030685425,1.6041957139968872,0.15753623843193054
20,2.030224084854126,2.9013864398002625,17.42196887731552,0.4071457087993622,1.6850132942199707,1.5498353242874146,0.15634195506572723
21,2.366902470588684,2.907270669937134,17.6897731423378,0.5285871624946594,1.6728827953338623,1.67940354347229,0.0
22,2.330978572368622,3.07827365398407,18.228367865085602,0.12935392558574677,1.8112597465515137,1.327918529510498,0.18739840388298035
23,2.3451472520828247,3.500101089477539,17.81066656112671,0.4181833863258362,1.8804740905761719,1.4695472717285156,0.16783644258975983
24,2.3479456901550293,2.963438630104065,18.742094933986664,0.421097993850708,1.7018040418624878,1.848371148109436,0.21324586868286133
25,2.3560913801193237,2.873208224773407,15.434207022190094,0.42708995938301086,2.0,1.4289932250976562,0.16558745503425598
26,2.3570814728736877,3.0305750370025635,11.36762723326683,0.41995251178741455,1.749698281288147,1.493011474609375,0.15070271492004395
27,2.3480603098869324,2.881948471069336,17.84130096435547,0.49148276448249817,1.7626842260360718,1.4450716972351074,0.15703436732292175
28,2.3523716926574707,3.436547040939331,17.468261122703552,0.406171590089798,1.7284659147262573,1.6530659198760986,0.22913214564323425
29,2.346825063228607,4.104466080665588,17.139737010002136,0.41853222250938416,1.8715546131134033,1.5751410722732544,0.12035670131444931
30,2.3431659936904907,2.7693607807159424,17.290381491184235,0.43110033869743347,1.9240447282791138,1.5900230407714844,0.16703924536705017
31,2.345288872718811,1.645068347454071,18.185393512248993,0.41772744059562683,1.6679643392562866,1.5737277269363403,0.20261181890964508
32,4.809512615203857,3.169596791267395,11.690145879983902,0.14936479926109314,1.4245017766952515,1.4854904413223267,0.5027573704719543
33,2.3584336638450623,2.969342887401581,17.489599883556366,0.355021208524704,1.6128966808319092,1.623724102973938,0.28262725472450256
34,2.3545694947242737,3.1551908254623413,17.03612506389618,0.4102472960948944,1.7726011276245117,1.5824676752090454,0.14179182052612305
35,2.354048788547516,2.838539958000183,11.802076697349548,0.4252803325653076,1.7934696674346924,1.648258924484253,0.2690248191356659
36,2.360121488571167,2.8027830719947815,18.583973348140717,0.43127092719078064,1.7877203226089478,1.6424678564071655,0.2685127556324005
37,2.389736831188202,2.6355090737342834,17.841587960720062,0.40381690859794617,1.6481125354766846,1.5259677171707153,0.19262181222438812
38,2.3424126505851746,3.0606848001480103,15.11440634727478,0.3724411725997925,1.851619005203247,1.5343958139419556,0.2938224673271179
39,2.381643533706665,2.926622450351715,17.742442786693573,0.47847267985343933,1.7187135219573975,1.57554292678833,0.5754857659339905
40,3.92403244972229,4.22355329990387,16.725042462348938,0.5363227128982544,1.141629934310913,1.7683470249176025,1.6908594369888306
41,3.970894932746887,4.420053720474243,19.79925364255905,0.487483412027359,1.3182384967803955,1.8036341667175293,1.684156894683838
42,2.3646023869514465,2.9045124650001526,13.392411172389984,0.5132498741149902,1.760246753692627,1.5753272771835327,0.22584916651248932
43,2.70071679353714,2.9663860201835632,16.805091202259064,0.46128520369529724,1.752551555633545,1.5801795721054077,0.1919320672750473
44,3.9466928243637085,4.29646360874176,20.0,0.49901121854782104,1.2230452299118042,1.780030369758606,1.910002589225769
45,2.7468416690826416,2.8462323546409607,15.340079367160797,0.42578357458114624,1.7230795621871948,1.5623596906661987,0.25555410981178284
46,4.83682644367218,2.7277235984802246,12.358525544404984,0.16087540984153748,1.4854404926300049,1.4899482727050781,0.5040959119796753
47,2.383761405944824,3.4347742795944214,17.31671005487442,0.4294859766960144,1.7320698499679565,1.5462843179702759,0.0
48,4.648210287094116,2.7607587575912476,12.45747223496437,0.179217129945755,1.4646815061569214,1.514611005783081,0.5196220874786377
49,2.3819326758384705,2.779809594154358,20.0,0.4162572920322418,1.8705724477767944,1.5357530117034912,0.3511868417263031
50,2.4192751049995422,3.0525108575820923,16.81542843580246,0.5303794741630554,1.758682131767273,1.6150456666946411,0.2381000816822052
51,2.3925785422325134,2.946337938308716,15.588578879833221,0.511690616607666,1.7090435028076172,1.6677180528640747,0.3319755792617798
52,3.281738519668579,2.7672788500785828,17.29420632123947,0.4607202410697937,1.6282204389572144,1.5391494035720825,0.2163987010717392
