iter,max_ei,median_sigma,mll
1,-11.095826735452444,0.006603237063057978,-0.8314787696583745
2,-9.26728822983772,0.0070061406521834835,-0.856329233966718
3,-9.292962337124912,0.007161130332736326,-0.8606223808572351
4,-8.967137992638389,0.007510503755775053,-0.8888860453230856
5,-12.427901937838113,0.007709540205112723,-0.9014709964102493
6,-11.48687332323193,0.007827800382828163,-0.9122915039924651
7,-9.592584533747175,0.007964317488469612,-0.9164634865281664
8,-10.062904972971124,0.007869691664957134,-0.9161544623788669
9,-12.083097603095018,0.008417419445190413,-0.9474153726909552
10,-13.089356088812039,0.00860460560063081,-0.9538379417651481
11,-14.626370190805467,0.008841672747281693,-0.9605347668890604
12,-7.03490123947274,0.008033547305357908,-0.901060863953667
13,-13.93754082742177,0.009075469686824543,-0.9761675015531492
14,-14.849969736527811,0.009071304814219921,-0.977997388957477
15,-12.838458613617611,0.008763064231081348,-0.9457884840892744
16,-10.465964491991063,0.00859455404581209,-0.9446997819576639
17,-13.624859959555096,0.00903062007575866,-0.961462579373634
18,-13.662245378927384,0.009188168343984131,-0.965185692868787
19,-11.876719179239092,0.00923606752989954,-0.9836008900314187
20,-13.845542658092047,0.009336636009079977,-0.9835534526684325
21,-11.183378962379052,0.008783050072814028,-0.9203796063219967
22,-9.865184390738806,0.00913043200322765,-0.9358698420347348
23,-13.365982143117037,0.009170179856255078,-0.9403049478020863
24,-12.286988446686395,0.00932961132663021,-0.9505171882737908
25,-12.48077529490188,0.009479856808588897,-0.9529024084463982
26,-12.843610769781543,0.009571758725197086,-0.9609605079245858
27,-13.278027450572003,0.009633571128652584,-0.9640958712460436
28,-13.751989418775405,0.009620110905708655,-0.9574726097966554
29,-12.972529538993783,0.009728857210312672,-0.9558850140775605
30,-13.983339966858315,0.009852657661338924,-0.9613603006101463
31,-13.746721190921516,0.009938736403575503,-0.9609531449492448
32,-11.911525477761806,0.009984842870410453,-0.9677092418145261
33,-11.554683626634343,0.009970958399782914,-0.9709089859447481
34,-14.463993139781078,0.010049179142846242,-0.975064969155095
35,-12.811871671008522,0.010153592049063808,-0.9711381624509834
36,-13.40350648271442,0.010241149368668991,-0.9732517821680712
37,-11.067829616970972,0.01032129823094794,-0.9672082626963568
38,-13.200961722796775,0.010346106605377384,-0.9666458235960061
39,-11.808373875438594,0.010409354081977747,-0.9629770075499965
40,-13.473841812344197,0.010461854747046292,-0.9686914808645589
41,-10.274610101277512,0.010487443320397024,-0.967675614383481
42,-14.024109775694994,0.010518858423280781,-0.9683685223959017
43,-13.38500607820963,0.010590631663320747,-0.9674701274534648
44,-13.397685660708458,0.010660655292217191,-0.966682680044496
45,-13.459850139200789,0.010677136322933578,-0.966460799743263
46,-13.449350404788586,0.010721206605254779,-0.9649118876647675
47,-12.299891236643031,0.010722484693603549,-0.9628450148007106
48,-13.022581571052676,0.010788889259598531,-0.9652458588292047
49,-13.361885729875036,0.010781560982645847,-0.9653477656361972
50,-13.029904948047227,0.01079075064815868,-0.9638377179843128
51,-13.22877169534184,0.010868070365087194,-0.9628710291004191
52,-9.384937332497799,0.010911833092258669,-0.9447921357618618
53,-11.199222843657235,0.01095897915311738,-0.9440681747465045
54,-12.309318595528097,0.010986269795961864,-0.945053789689778
55,-12.177662866979976,0.01098542355172341,-0.952218125243012
56,-12.822259037376018,0.011007414098588764,-0.9572400142881969
57,-12.697095557900099,0.011031137458223582,-0.9631187421466443
58,-13.145851183109887,0.011024945058977961,-0.9721078561281087
59,-13.307415483389756,0.011054019617471378,-0.9749887632428421
60,-13.425994557260108,0.01110601649574452,-0.9737514930447141
61,-13.486747930439533,0.011123941385165264,-0.9730276101139992
62,-13.505517390685872,0.011197063882050915,-0.9712704106639725
63,-13.20555016046321,0.011226502628206203,-0.9713620838666842
64,-13.057857021244313,0.011211354031796362,-0.9708509560123322
65,-12.960468678345421,0.01120533997308727,-0.9700388618699806
66,-13.00034204643061,0.011273270029650886,-0.9693592578325666
67,-10.07007070312924,0.011308466898968365,-0.9707737330186035
68,-13.235903147981729,0.011332149181582683,-0.9704752823043067
69,-10.862072788242141,0.011375814931185016,-0.967704709262106
70,-12.35537426345471,0.011398447895018279,-0.966203086513741
71,-10.893285132054622,0.011390317765690163,-0.9604062252395085
72,-11.52313187096054,0.011456865665307374,-0.9593689474748958
73,-10.969713582728469,0.011488598146785977,-0.9583341110846191
74,-11.958194147990262,0.011502029778131513,-0.9608575302986074
75,-11.82426426786615,0.011593601194915258,-0.9597200148044519
76,-11.670017954033144,0.01165700523637919,-0.9587117884367012
77,-11.073563191323297,0.011695410979469864,-0.958347926830475
78,-12.423564548058653,0.01177178567514682,-0.9574533797658829
79,-11.233322496227032,0.011801200479262933,-0.9562983236078
80,-11.827517634498054,0.011866696371170882,-0.9549680093837225
81,-11.530125483852299,0.01192640472864891,-0.9547607994025016
82,-11.453489660885069,0.011970985307062794,-0.9558672845235276
83,-12.046037921664787,0.011993554575507218,-0.9548177631032728
84,-11.9106457649648,0.012038153408098664,-0.9537491347045608
85,-10.465709609100246,0.012085279317999124,-0.9566012888891106
86,-11.804389061989674,0.012074964683014095,-0.9559100595878314
87,-10.55386348983102,0.0121193394000947,-0.9551896200353884
88,-11.583708282621874,0.01213937646905747,-0.9541786822816097
89,-11.473716733686432,0.012209449895953654,-0.9507051532011035
90,-10.910219157178204,0.012206569998801072,-0.9508044501942345
91,-11.56497822765276,0.01221943356195647,-0.9500354277073481
92,-11.562100856662571,0.01226183045302391,-0.9492301547178159
93,-11.705831460800722,0.012270135939665685,-0.9534189802702349
94,-11.452561741557647,0.01232807245521388,-0.9523938885831774
95,-11.577106692817189,0.012350194672845538,-0.9520948501012624
96,-9.910387363613864,0.012399196748302324,-0.9503688219637046
97,-11.083007952630709,0.012437887984871374,-0.9493997396809237
98,-11.282327148212541,0.01247868724342247,-0.9483295161271432
99,-11.652679184772694,0.012471027186103326,-0.9478701532009387
100,-11.227857452296055,0.01249279154308663,-0.9466642709740238
