iter,max_ei,median_sigma,mll
1,-7.709408345014115,0.010506046357016111,-1.428616841726736
2,-6.899133981744665,0.010754525130040707,-1.3959800225006165
3,-7.857457336472976,0.011170742738185219,-1.4198753979850205
4,-7.523106005106756,0.011627464982510645,-1.4208283751096298
5,-7.675417994435032,0.011864780815267694,-1.4253360964360724
6,-7.505531125371186,0.012298427164303308,-1.3959995114967785
7,-7.118962699308351,0.012158684761037288,-1.3590686441804345
8,-8.351693824387148,0.012392104188924018,-1.3577242632619284
9,-9.123238454542799,0.012275271643862691,-1.3560884334364904
10,-7.368915753118627,0.011135996632938686,-1.2934926376920794
11,-8.375500750975794,0.012075415048404014,-1.3169397974635857
12,-9.384680593361555,0.012166341540036206,-1.3395332205120711
13,-8.549439136546937,0.012053003177519499,-1.3318342755571775
14,-9.29542330627321,0.011953334628616289,-1.3323418036618349
15,-9.579371035781703,0.011850563857596252,-1.331163123703558
16,-9.885806358951392,0.011726294122056793,-1.3235748221206114
17,-9.638781740953409,0.012063074189591527,-1.3028844658466259
18,-9.608385922393293,0.012028688002227077,-1.28970952936561
19,-8.498657576142334,0.011969003283210057,-1.2974176688198986
20,-9.42981313555082,0.011895644188953204,-1.2852824905659865
21,-9.892005080794062,0.011867450449421502,-1.2780266379862608
22,-10.157306142055363,0.011897092837958945,-1.2663371775157328
23,-9.296428469767118,0.012164876684430857,-1.2582097279225748
24,-10.047635733978964,0.012146478483348901,-1.2544374262009268
25,-9.789089822515185,0.012107865637216495,-1.2180442773311537
26,-9.510878640788345,0.01199523485845904,-1.2466881388528015
27,-9.23483112050615,0.012024388446549275,-1.2404998612558127
28,-9.548669462883222,0.011960395798694061,-1.2309782445870723
29,-9.777998316723352,0.01209522700117545,-1.2202153609867656
30,-9.620243298909497,0.012235734321066968,-1.2023795623207745
31,-9.703061724528961,0.012267979154160847,-1.1996596052622304
32,-9.636673559282656,0.012172242661986287,-1.19409007454858
33,-9.643860804940367,0.012269680915702888,-1.1763144392305052
34,-9.742030045504332,0.012220954639664536,-1.169721891702585
35,-9.696400742733145,0.012123596501208563,-1.1644338613600438
36,-9.96558879480445,0.012100087815571056,-1.1642074416397035
37,-9.426218784958639,0.012006805456102053,-1.1671693813647215
38,-9.56229917115667,0.012137652894000744,-1.158751400754354
39,-9.488837348790856,0.012232288542977622,-1.0734141733839802
40,-9.825690567030595,0.01218983091030639,-1.1001261694039361
41,-10.062177910137851,0.012230644144993742,-1.0895357353986626
42,-9.280419460873096,0.012262988516123263,-1.0858043863953541
