iter,max_ei,median_sigma,mll
1,-7.4183404205767784,0.010540374158229768,-1.428616841726736
2,-6.439790840252918,0.010753747701157675,-1.3877903406409606
3,-7.645043686428783,0.01230542197760792,-1.4609384167477992
4,-6.841130551140241,0.012024884190010052,-1.4372180626162987
5,-7.648907046600703,0.012417420785761682,-1.4370750502331584
6,-7.492154369809822,0.012871785696262695,-1.4077415460095932
7,-8.418941685684272,0.012716248981343577,-1.393085130223278
8,-7.134999230736948,0.012469950841642907,-1.3497399452734318
9,-7.665785764757622,0.012791182212430526,-1.3371850076867933
10,-7.735222713878462,0.01279839527606809,-1.3201226094731762
11,-6.811332094528175,0.012749498896562001,-1.2994849987416317
12,-8.475580397335234,0.012684780254417124,-1.3129462397214922
13,-8.551172399910545,0.012809103520332559,-1.2790368997929957
14,-8.5904847413628,0.01280771962955789,-1.265498356249927
15,-8.615627497909212,0.01274364159342123,-1.2664045952314735
16,-8.424455650397977,0.012917453113708047,-1.2227127290330186
17,-8.865620494089818,0.012860406548587921,-1.212583664016386
18,-7.913105871141278,0.01273298741502042,-1.2486869123733724
19,-8.974201749308968,0.012965688153022114,-1.2437459520502652
20,-7.742446819298753,0.013034063041128599,-1.232896072861493
21,-9.276534888821306,0.012905370580841928,-1.2342331931796704
22,-9.066395541176721,0.012786986820686574,-1.2339272427099341
23,-9.717955117234666,0.01268094766266496,-1.2279062642704455
24,-9.499918363003523,0.012617432978137479,-1.2190487073897558
25,-9.122876558906064,0.012555903034856227,-1.212031929835153
26,-9.317689012712691,0.012460683146294846,-1.217122036575952
27,-9.166755956123332,0.012533686529287347,-1.2127849782085207
28,-9.200229491431797,0.012470141331996924,-1.205925997916991
29,-8.830380504770151,0.012579872819289906,-1.199244717988982
30,-9.349868841769148,0.012511047726964762,-1.149354647153612
31,-8.867884482094887,0.012540917791575339,-1.174276343473509
32,-9.409282158057522,0.012564896135183311,-1.1553828795764698
33,-9.243373583135833,0.012615173644719516,-1.1420774691930335
34,-9.31429416837776,0.012571739375579635,-1.1359701268380311
35,-9.401551141124683,0.012542733324587142,-1.126623862987549
36,-9.480388777197259,0.012562721039491511,-1.1246072583771567
37,-9.390333815633856,0.01260136563069054,-1.1127421297015436
38,-9.306757373605528,0.012513491144425437,-1.1081611594728806
39,-9.192817959651588,0.01242996746454645,-1.1048587887064898
40,-9.423926919692196,0.012479757735150369,-1.0978848079943502
41,-9.719764960512048,0.012414201905059782,-1.0985496757550866
42,-9.71879684069922,0.012340355426511405,-1.0970869865773474
43,-9.444807194889815,0.012496070342125378,-1.086273311383619
44,-9.39785657800694,0.012631806815768245,-1.0729274381636609
45,-9.474778351039303,0.012548202772186441,-1.0714150291150344
46,-9.442350955292026,0.012661769508974262,-1.0597990059618099
47,-9.493809485641217,0.012581365295772442,-1.0570471681216238
48,-9.547797800596861,0.012753317585089628,-1.0416437843508397
49,-9.587028067699839,0.012907104825899423,-1.0430841113090885
50,-9.454664922725465,0.012843105181987485,-1.0416908930044606
51,-9.623780911312835,0.012772090023765633,-1.0392258436849755
52,-8.226765567541097,0.012886312575078433,-1.0232315688622615
53,-9.362409647721503,0.013009038189131903,-1.0082973884345785
54,-9.594252917707529,0.012978302520419094,-1.0090663430758264
55,-9.841949956008573,0.012909492515931686,-1.0378867105577847
56,-9.558731293547803,0.013033828064505194,-1.025031592912503
57,-9.191315753933427,0.012959803556683315,-1.0271801568184333
58,-7.679970333626116,0.013063529002103053,-0.8769513896958047
59,-8.669987971721689,0.012993828893233396,-0.8838298148770126
60,-9.559244621096472,0.012922503232387821,-1.0062640237602327
61,-9.419969202955269,0.012849796588166562,-1.005897854309785
62,-9.381686473835689,0.012893731151299362,-0.9971323806996694
63,-9.614815339087395,0.012824063252787362,-0.9967710931605459
64,-9.923240867943615,0.012924389580437816,-0.9849353740359716
65,-8.577134558600251,0.013027555150587719,-0.8583824378249721
66,-8.779151945177233,0.013168901943510822,-0.8476616594632992
67,-8.751109530505513,0.013266748277592689,-0.8559066296212512
68,-8.227521293924903,0.01320958400337644,-0.8571541097181178
69,-8.599047610099795,0.013244313285302607,-0.8546768606629925
70,-8.152503008310084,0.013250986616045927,-0.8608306480853887
71,-9.056077763691892,0.013338856794498923,-0.8526135719888934
72,-9.533575363764072,0.013522863773796932,-0.8360029589140973
73,-8.83530396708474,0.01371703365722171,-0.8249821754403738
74,-9.761068933964117,0.01388160166931899,-0.8157080512537966
75,-9.339800138719111,0.014008765465411206,-0.8075768526387817
76,-9.794544729036762,0.014096084643757336,-0.8005086436416625
77,-9.787850134754375,0.014045186933775725,-0.8043244637663091
78,-9.667222261254674,0.014112227908478825,-0.8256087800149764
79,-9.487061329639719,0.014203275098251783,-0.8130031686753088
80,-8.866924458108105,0.01432409824918504,-0.7962811446222134
81,-9.606229658055739,0.014262050124585025,-0.7980853529747308
82,-9.227702132078768,0.01423006585188863,-0.7980411452135381
83,-9.223330438820204,0.014167977770856916,-0.8012709325754589
84,-8.10059595369321,0.01410799282766357,-0.8037720719235576
85,-9.377848199630062,0.01415129578915404,-0.8007492807757066
86,-9.696758554462129,0.014140990334271788,-0.802906048152288
87,-9.329334578961046,0.014171381441406923,-0.8083746061055698
88,-9.800449403108724,0.014312201740702727,-0.7962155042802636
89,-9.569415994279776,0.014260957122415992,-0.7986814923528102
90,-9.040819519625238,0.014207368210447767,-0.8269384498397355
91,-9.172537006077759,0.014332959433520847,-0.8182334343309796
92,-9.644723169454295,0.014404916371244726,-0.8136701602315924
93,-9.45748286284292,0.01451759390264175,-0.8066701847733208
94,-9.088304527932042,0.014604937919087953,-0.8004353631316279
95,-9.409371191209292,0.014695262603419348,-0.7935354736326293
96,-9.304891234440818,0.01463618339513668,-0.7949385599440004
97,-9.420216819720428,0.01473275041511039,-0.7831908846511959
98,-8.901701762849623,0.01482528735595775,-0.7722989141930915
99,-9.253797818961935,0.014937773093393905,-0.7599289759305122
100,-9.51424305845464,0.015010979391663681,-0.750714963282517
